상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,15회,16회,17회,좌석수
2018-11-29,02관,"09:40,  후드(디지털),  6,000원","11:45,  국가부도의 날(디지털),  6,000원","14:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  6,000원","16:35,  국가부도의 날(디지털),  6,000원","19:00,  성난황소(디지털),  6,000원","21:20,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,39
2018-11-30,01관,"10:00,  성난황소(디지털),  6,000원","12:10,  보헤미안 랩소디(디지털),  6,000원","14:40,  국가부도의 날(디지털),  6,000원","16:50,  보헤미안 랩소디(디지털),  6,000원","19:25,  국가부도의 날(디지털),  6,000원","21:40,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,,59
2018-11-30,02관,"09:20,  택시 5(디지털)","11:10,  국가부도의 날(디지털),  6,000원","13:15,  후드(디지털),  6,000원","15:25,  성난황소(디지털),  6,000원","17:35,  투 프렌즈(디지털더빙)","19:05,  완벽한 타인(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,39
2018-12-01,01관,"09:50,  국가부도의 날(디지털),  6,000원","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  국가부도의 날(디지털),  6,000원","16:45,  국가부도의 날(디지털),  6,000원","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-01,02관,"09:40,  캡틴 샤키(디지털더빙),  6,000원","11:15,  후드(디지털),  6,000원","13:30,  성난황소(디지털),  6,000원","15:40,  투 프렌즈(디지털더빙),  6,000원","17:15,  후드(디지털),  6,000원","19:30,  성난황소(디지털),  6,000원","21:40,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-02,01관,"09:50,  국가부도의 날(디지털),  6,000원","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  국가부도의 날(디지털),  6,000원","16:45,  국가부도의 날(디지털),  6,000원","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-02,02관,"09:40,  캡틴 샤키(디지털더빙),  6,000원","11:15,  후드(디지털),  6,000원","13:30,  성난황소(디지털),  6,000원","15:40,  투 프렌즈(디지털더빙),  6,000원","17:15,  후드(디지털),  6,000원","19:30,  성난황소(디지털),  6,000원","21:40,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-03,01관,"09:50,  후드(디지털),  6,000원","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  국가부도의 날(디지털),  6,000원","16:40,  국가부도의 날(디지털),  6,000원","18:50,  보헤미안 랩소디(디지털),  6,000원","21:25,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,,59
2018-12-03,02관,"09:30,  성난황소(디지털),  6,000원","11:40,  국가부도의 날(디지털),  6,000원","13:45,  후드(디지털),  6,000원","15:55,  성난황소(디지털),  6,000원","18:00,  투 프렌즈(디지털더빙)","19:30,  국가부도의 날(디지털),  6,000원","21:40,  성난황소(디지털),  6,000원",,,,,,,,,,,39
2018-12-04,01관,"09:50,  후드(디지털),  6,000원","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  국가부도의 날(디지털),  6,000원","16:40,  국가부도의 날(디지털),  6,000원","18:50,  보헤미안 랩소디(디지털),  6,000원","21:25,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,,59
2018-12-04,02관,"10:00,  투 프렌즈(디지털더빙),  5,000원","11:30,  국가부도의 날(디지털),  6,000원","13:40,  후드(디지털)","15:50,  성난황소(디지털),  6,000원","17:55,  투 프렌즈(디지털더빙),  6,000원","19:20,  국가부도의 날(디지털)",,"21:30,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,39
2018-12-05,01관,"09:40,  모털 엔진(디지털),  6,000원","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  모털 엔진(디지털),  6,000원","16:50,  국가부도의 날(디지털),  6,000원","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-05,02관,"09:30,  후드(디지털),  5,000원","11:40,  국가부도의 날(디지털),  6,000원","13:50,  성난황소(디지털),  6,000원","16:00,  도어락(디지털),  6,000원","18:00,  투 프렌즈(디지털더빙)","19:25,  모털 엔진(디지털),  6,000원","21:50,  도어락(디지털),  6,000원",,,,,,,,,,,39
2018-12-06,01관,"09:30,  후드(디지털),  6,000원","11:40,  보헤미안 랩소디(디지털),  6,000원","14:10,  모털 엔진(디지털),  6,000원","16:30,  모털 엔진(디지털),  6,000원","19:30,  국가부도의 날(디지털),  6,000원","21:50,  도어락(디지털),  6,000원",,,,,,,,,,,,59
2018-12-06,02관,"09:40,  투 프렌즈(디지털더빙)","11:10,  국가부도의 날(디지털),  6,000원","13:30,  도어락(디지털),  6,000원","15:40,  도어락(디지털),  6,000원","17:45,  번개맨의 비밀(디지털),  6,000원","19:15,  국가부도의 날(디지털),  6,000원","21:25,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,39
2018-12-07,01관,"09:40,  모털 엔진(디지털)","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  모털 엔진(디지털),  6,000원","16:50,  국가부도의 날(디지털),  6,000원","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-07,02관,"09:40,  후드(디지털)","11:50,  국가부도의 날(디지털)","13:55,  국가부도의 날(디지털),  6,000원","16:00,  도어락(디지털),  6,000원","18:00,  번개맨의 비밀(디지털),  6,000원","19:25,  모털 엔진(디지털),  6,000원","21:50,  도어락(디지털),  6,000원",,,,,,,,,,,39
2018-12-08,01관,"10:00,  보헤미안 랩소디(디지털),  6,000원","12:35,  모털 엔진(디지털),  6,000원","15:00,  국가부도의 날(디지털),  6,000원","17:15,  보헤미안 랩소디(디지털),  6,000원","19:45,  국가부도의 날(디지털),  6,000원","21:55,  도어락(디지털),  6,000원",,,,,,,,,,,,59
2018-12-08,02관,"09:45,  투 프렌즈(디지털더빙),  6,000원","11:15,  국가부도의 날(디지털),  6,000원","13:25,  도어락(디지털),  6,000원","15:25,  번개맨의 비밀(디지털),  6,000원","16:50,  국가부도의 날(디지털),  6,000원","19:00,  모털 엔진(디지털),  6,000원","21:25,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,39
2018-12-09,01관,"10:00,  보헤미안 랩소디(디지털),  6,000원","12:35,  모털 엔진(디지털),  6,000원","15:00,  국가부도의 날(디지털),  6,000원","17:15,  보헤미안 랩소디(디지털),  6,000원","19:45,  국가부도의 날(디지털),  6,000원","21:55,  도어락(디지털),  6,000원",,,,,,,,,,,,59
2018-12-09,02관,"09:45,  투 프렌즈(디지털더빙),  6,000원","11:15,  국가부도의 날(디지털),  6,000원","13:40,  번개맨의 비밀(디지털),  6,000원","15:25,  번개맨의 비밀(디지털),  6,000원","16:50,  도어락(디지털),  6,000원","19:00,  모털 엔진(디지털),  6,000원","21:25,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,39
2018-12-10,01관,"09:40,  모털 엔진(디지털),  6,000원","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  보헤미안 랩소디(디지털),  6,000원","16:55,  국가부도의 날(디지털)","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-10,02관,"09:40,  후드(디지털)","11:50,  국가부도의 날(디지털),  6,000원","13:55,  국가부도의 날(디지털),  6,000원","16:00,  도어락(디지털),  6,000원","18:00,  번개맨의 비밀(디지털),  6,000원","19:30,  도어락(디지털),  6,000원","21:35,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-11,01관,"09:40,  모털 엔진(디지털)","12:00,  보헤미안 랩소디(디지털),  6,000원","14:30,  보헤미안 랩소디(디지털),  6,000원","16:55,  국가부도의 날(디지털),  6,000원","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-11,02관,"09:40,  국가부도의 날(디지털),  6,000원","11:45,  도어락(디지털),  6,000원","13:45,  국가부도의 날(디지털),  6,000원","16:00,  도어락(디지털),  6,000원","18:00,  번개맨의 비밀(디지털),  6,000원","19:30,  도어락(디지털),  6,000원","21:35,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-12,01관,"09:50,  스파이더맨: 뉴 유니버스(디지털),  6,000원","12:05,  보헤미안 랩소디(디지털),  6,000원","14:35,  국가부도의 날(디지털),  6,000원","16:50,  국가부도의 날(디지털),  6,000원","19:05,  도어락(디지털),  6,000원","21:10,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-12,02관,"10:00,  엘리엇과 산타 썰매단(디지털더빙),  6,000원","11:45,  도어락(디지털),  6,000원","13:45,  스파이더맨: 뉴 유니버스(디지털),  6,000원","16:00,  도어락(디지털),  6,000원","18:00,  번개맨의 비밀(디지털),  6,000원","19:25,  국가부도의 날(디지털),  6,000원","21:35,  도어락(디지털),  6,000원",,,,,,,,,,,39
2018-12-13,01관,"09:50,  스파이더맨: 뉴 유니버스(디지털)","12:05,  국가부도의 날(디지털),  6,000원","14:15,  보헤미안 랩소디(디지털),  6,000원","16:50,  국가부도의 날(디지털),  5,000원","19:05,  도어락(디지털),  6,000원","21:15,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,,59
2018-12-13,02관,"10:00,  엘리엇과 산타 썰매단(디지털더빙)","11:45,  도어락(디지털),  6,000원","13:45,  스파이더맨: 뉴 유니버스(디지털),  6,000원","16:00,  도어락(디지털),  6,000원","18:00,  번개맨의 비밀(디지털)","19:25,  국가부도의 날(디지털),  6,000원","21:35,  도어락(디지털),  5,000원",,,,,,,,,,,39
2018-12-14,01관,"09:50,  모털 엔진(디지털),  6,000원","12:10,  국가부도의 날(디지털),  6,000원","14:20,  보헤미안 랩소디(디지털),  6,000원","16:50,  스파이더맨: 뉴 유니버스(디지털),  6,000원","19:05,  국가부도의 날(디지털),  6,000원","21:20,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-14,02관,"09:30,  스파이더맨: 뉴 유니버스(디지털),  6,000원","11:50,  도어락(디지털),  6,000원","13:45,  국가부도의 날(디지털),  6,000원","15:55,  도어락(디지털),  6,000원","17:55,  엘리엇과 산타 썰매단(디지털더빙),  6,000원","19:40,  도어락(디지털),  6,000원","21:40,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-15,01관,"09:50,  보헤미안 랩소디(디지털),  6,000원","12:25,  도어락(디지털),  6,000원","14:30,  국가부도의 날(디지털),  6,000원","16:45,  도어락(디지털),  6,000원","18:50,  국가부도의 날(디지털),  6,000원","21:05,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-15,02관,"09:50,  국가부도의 날(디지털),  6,000원","12:00,  번개맨의 비밀(디지털),  6,000원","13:25,  엘리엇과 산타 썰매단(디지털더빙),  6,000원","15:10,  스파이더맨: 뉴 유니버스(디지털),  6,000원","17:25,  국가부도의 날(디지털),  6,000원","19:35,  도어락(디지털),  6,000원","21:35,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-16,01관,"10:00,  보헤미안 랩소디(디지털),  6,000원","12:35,  도어락(디지털),  6,000원","14:40,  국가부도의 날(디지털),  6,000원","16:55,  도어락(디지털),  6,000원","19:00,  국가부도의 날(디지털),  6,000원","21:15,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-16,02관,"10:00,  국가부도의 날(디지털),  6,000원","12:10,  번개맨의 비밀(디지털),  6,000원","13:40,  엘리엇과 산타 썰매단(디지털더빙),  6,000원","15:25,  스파이더맨: 뉴 유니버스(디지털),  6,000원","17:40,  국가부도의 날(디지털),  6,000원","19:50,  도어락(디지털),  6,000원","21:50,  도어락(디지털),  6,000원",,,,,,,,,,,39
2018-12-17,01관,"09:50,  모털 엔진(디지털),  5,000원","12:15,  국가부도의 날(디지털),  6,000원","14:30,  보헤미안 랩소디(디지털),  6,000원","17:00,  스파이더맨: 뉴 유니버스(디지털),  6,000원","19:15,  국가부도의 날(디지털),  6,000원","21:25,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-17,02관,"09:40,  스파이더맨: 뉴 유니버스(디지털)","11:50,  도어락(디지털),  6,000원","13:45,  국가부도의 날(디지털),  6,000원","15:55,  도어락(디지털),  6,000원","17:55,  엘리엇과 산타 썰매단(디지털더빙)","19:45,  도어락(디지털),  5,000원","21:40,  국가부도의 날(디지털)",,,,,,,,,,,39
2018-12-18,01관,"09:50,  모털 엔진(디지털),  6,000원","12:15,  국가부도의 날(디지털),  6,000원","14:30,  보헤미안 랩소디(디지털),  6,000원","17:00,  스파이더맨: 뉴 유니버스(디지털),  6,000원","19:15,  국가부도의 날(디지털),  6,000원","21:25,  보헤미안 랩소디(디지털),  6,000원",,,,,,,,,,,,59
2018-12-18,02관,"09:40,  스파이더맨: 뉴 유니버스(디지털),  6,000원","11:50,  도어락(디지털),  6,000원","13:45,  국가부도의 날(디지털),  6,000원","15:50,  도어락(디지털),  6,000원","17:40,  번개맨의 비밀(디지털),  6,000원","19:00,  보헤미안 랩소디(디지털),  6,000원","21:40,  국가부도의 날(디지털),  6,000원",,,,,,,,,,,39
2018-12-19,01관,"09:05,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙)","11:00,  마약왕(디지털),  6,000원","13:35,  스윙키즈(디지털),  6,000원","16:05,  아쿠아맨(디지털),  6,000원","18:40,  스윙키즈(디지털),  6,000원","21:10,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2018-12-19,02관,"09:50,  스윙키즈(디지털),  6,000원","12:20,  아쿠아맨(디지털),  6,000원","14:55,  스파이더맨: 뉴 유니버스(디지털),  6,000원","17:10,  그린치(디지털더빙),  6,000원","18:55,  마약왕(디지털),  6,000원","21:30,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2018-12-20,01관,"09:20,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","11:15,  스파이더맨: 뉴 유니버스(디지털),  5,000원","13:30,  스윙키즈(디지털),  6,000원","16:00,  그린치(디지털더빙),  5,000원","19:00,  마약왕(디지털),  6,000원","21:45,  스윙키즈(디지털),  6,000원",,,,,,,,,,,,59
2018-12-20,02관,"10:50,  아쿠아맨(디지털),  6,000원","13:25,  마약왕(디지털),  6,000원","16:00,  그린치(디지털더빙),  5,000원","18:45,  마약왕(디지털),  6,000원","21:20,  아쿠아맨(디지털),  6,000원",,"09:10,  엘리엇과 산타 썰매단(디지털더빙)",,,,,,,,,,,39
2018-12-21,01관,"09:20,  엘리엇과 산타 썰매단(디지털더빙)","11:00,  마약왕(디지털),  6,000원","13:35,  스윙키즈(디지털),  6,000원","16:05,  아쿠아맨(디지털),  6,000원","18:40,  스윙키즈(디지털),  6,000원","21:10,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2018-12-21,02관,"09:40,  마약왕(디지털),  6,000원","12:10,  아쿠아맨(디지털),  6,000원","14:50,  그린치(디지털더빙),  6,000원","16:55,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","18:55,  마약왕(디지털),  6,000원","21:30,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2018-12-22,01관,"09:35,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","11:35,  스윙키즈(디지털),  6,000원","14:10,  아쿠아맨(디지털),  6,000원","16:50,  스윙키즈(디지털),  6,000원","19:20,  마약왕(디지털)","21:50,  마약왕(디지털),  6,000원",,,,,,,,,,,,59
2018-12-22,02관,"09:30,  아쿠아맨(디지털),  6,000원","12:05,  마약왕(디지털),  6,000원","14:40,  그린치(디지털더빙),  6,000원","16:25,  마약왕(디지털),  6,000원","19:00,  스윙키즈(디지털),  6,000원","21:30,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,39
2018-12-23,01관,"09:35,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","11:35,  스윙키즈(디지털),  6,000원","14:10,  아쿠아맨(디지털),  6,000원","16:50,  아쿠아맨(디지털),  6,000원","19:30,  마약왕(디지털),  6,000원","21:55,  마약왕(디지털),  6,000원",,,,,,,,,,,,59
2018-12-23,02관,"09:30,  아쿠아맨(디지털),  6,000원","12:05,  마약왕(디지털),  6,000원","14:40,  그린치(디지털더빙),  6,000원","16:25,  마약왕(디지털),  6,000원","19:00,  스윙키즈(디지털),  6,000원","21:30,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,39
2018-12-24,01관,"09:40,  아쿠아맨(디지털),  5,000원","12:15,  그린치(디지털더빙)","14:00,  아쿠아맨(디지털),  6,000원","16:40,  스윙키즈(디지털),  6,000원","19:10,  마약왕(디지털),  6,000원","21:45,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2018-12-24,02관,"09:40,  아쿠아맨(디지털),  6,000원","12:35,  스파이더맨: 뉴 유니버스(디지털)","15:00,  스윙키즈(디지털),  6,000원","17:30,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","19:25,  아쿠아맨(디지털)","22:00,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2018-12-25,01관,"09:50,  범블비(디지털),  6,000원","12:05,  마약왕(디지털),  6,000원","14:40,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:40,  스윙키즈(디지털),  6,000원","19:10,  아쿠아맨(디지털),  6,000원","21:50,  범블비(디지털),  6,000원",,,,,,,,,,,,59
2018-12-25,02관,"09:40,  그린치(디지털더빙),  6,000원","11:25,  아쿠아맨(디지털),  6,000원","14:05,  범블비(디지털),  6,000원","16:15,  아쿠아맨(디지털),  6,000원","18:55,  스윙키즈(디지털),  6,000원","21:25,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2018-12-26,01관,"10:00,  그린치(디지털더빙),  5,000원","11:45,  PMC: 더 벙커(디지털),  5,000원","14:10,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  5,000원","16:05,  아쿠아맨(디지털),  5,000원","18:50,  PMC: 더 벙커(디지털),  5,000원","21:10,  아쿠아맨(디지털),  5,000원",,,,,,,,,,,,59
2018-12-26,02관,"09:30,  스윙키즈(디지털),  5,000원","12:00,  아쿠아맨(디지털),  5,000원","14:40,  범블비(디지털),  5,000원","16:50,  마약왕(디지털),  6,000원","19:20,  범블비(디지털),  5,000원","21:30,  PMC: 더 벙커(디지털),  5,000원",,,,,,,,,,,,39
2018-12-27,01관,"09:45,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","11:45,  PMC: 더 벙커(디지털),  6,000원","14:05,  범블비(디지털),  6,000원","16:15,  아쿠아맨(디지털),  6,000원","18:55,  PMC: 더 벙커(디지털),  6,000원","21:15,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2018-12-27,02관,"09:45,  마약왕(디지털),  6,000원","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:50,  스윙키즈(디지털),  6,000원","19:25,  범블비(디지털),  6,000원","21:35,  PMC: 더 벙커(디지털),  6,000원",,,,,,,,,,,,39
2018-12-28,01관,"10:00,  그린치(디지털더빙),  6,000원","11:45,  PMC: 더 벙커(디지털),  6,000원","14:05,  범블비(디지털),  6,000원","16:15,  아쿠아맨(디지털),  6,000원","18:55,  PMC: 더 벙커(디지털),  6,000원","21:15,  마약왕(디지털),  6,000원",,,,,,,,,,,,59
2018-12-28,02관,"09:45,  마약왕(디지털)","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:50,  스윙키즈(디지털),  6,000원","19:25,  범블비(디지털),  6,000원","21:35,  PMC: 더 벙커(디지털),  6,000원","10:00,  범블비(디지털),  6,000원",,,,,,,,,,,39
2018-12-29,01관,"09:35,  범블비(디지털),  6,000원","11:40,  PMC: 더 벙커(디지털),  6,000원","14:00,  범블비(디지털),  6,000원","16:10,  아쿠아맨(디지털),  6,000원","18:50,  PMC: 더 벙커(디지털),  6,000원","21:15,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2018-12-29,02관,"10:20,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:50,  스윙키즈(디지털),  6,000원","19:25,  범블비(디지털),  6,000원","21:30,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2018-12-30,01관,"09:45,  범블비(디지털),  6,000원","12:00,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","14:00,  범블비(디지털),  6,000원","16:15,  스윙키즈(디지털),  6,000원","18:50,  PMC: 더 벙커(디지털),  6,000원","21:15,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2018-12-30,02관,"10:10,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:45,  아쿠아맨(디지털),  6,000원","19:25,  범블비(디지털),  6,000원","21:30,  PMC: 더 벙커(디지털),  6,000원",,,,,,,,,,,,39
2018-12-31,01관,"10:00,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","11:55,  범블비(디지털),  6,000원","14:10,  그린치(디지털더빙),  6,000원","16:00,  아쿠아맨(디지털),  6,000원","18:45,  아쿠아맨(디지털),  6,000원","21:25,  PMC: 더 벙커(디지털),  6,000원",,,,,,,,,,,,59
2018-12-31,02관,"09:45,  마약왕(디지털),  6,000원","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:50,  스윙키즈(디지털),  6,000원","19:25,  PMC: 더 벙커(디지털),  6,000원","21:35,  PMC: 더 벙커(디지털)","21:45,  범블비(디지털),  6,000원",,,,,,,,,,,39
2019-01-01,01관,"09:45,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","11:35,  스윙키즈(디지털),  6,000원","14:05,  범블비(디지털),  6,000원","16:15,  아쿠아맨(디지털),  6,000원","18:55,  PMC: 더 벙커(디지털),  6,000원","21:15,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2019-01-01,02관,"10:00,  범블비(디지털),  6,000원","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","17:00,  범블비(디지털),  6,000원","19:25,  범블비(디지털),  6,000원","21:35,  PMC: 더 벙커(디지털),  6,000원",,,,,,,,,,,,39
2019-01-02,01관,"09:50,  범블비(디지털),  5,000원","12:00,  그린치(디지털더빙),  6,000원","14:00,  범블비(디지털),  6,000원","16:25,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","18:45,  PMC: 더 벙커(디지털),  6,000원","21:10,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2019-01-02,02관,"09:45,  마약왕(디지털),  6,000원","12:15,  아쿠아맨(디지털),  6,000원","14:55,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:45,  아쿠아맨(디지털),  6,000원","19:20,  범블비(디지털),  6,000원","21:30,  PMC: 더 벙커(디지털),  6,000원",,,,,,,,,,,,39
2019-01-03,01관,"09:45,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","11:50,  아쿠아맨(디지털),  6,000원","14:30,  범블비(디지털),  6,000원","16:50,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","19:05,  아쿠아맨(디지털),  6,000원","21:45,  범블비(디지털),  6,000원",,,,,,,,,,,,59
2019-01-03,02관,"09:45,  범블비(디지털),  6,000원","12:00,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","14:00,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","16:00,  스윙키즈(디지털),  6,000원","18:45,  PMC: 더 벙커(디지털),  6,000원","21:10,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2019-01-04,01관,"09:45,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","11:50,  아쿠아맨(디지털),  6,000원","14:30,  범블비(디지털),  6,000원","16:50,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","19:05,  아쿠아맨(디지털),  6,000원","21:45,  범블비(디지털),  6,000원",,,,,,,,,,,,59
2019-01-04,02관,"09:45,  범블비(디지털),  6,000원","12:00,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","14:00,  극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~(디지털더빙),  6,000원","16:00,  아쿠아맨(디지털),  6,000원","18:45,  PMC: 더 벙커(디지털),  6,000원","21:10,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2019-01-05,01관,"10:00,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","12:05,  아쿠아맨(디지털),  6,000원","14:45,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","16:55,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","19:05,  아쿠아맨(디지털),  6,000원","21:45,  범블비(디지털),  6,000원",,,,,,,,,,,,59
2019-01-05,02관,"09:40,  범블비(디지털),  6,000원","11:50,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","13:45,  범블비(디지털),  6,000원","16:00,  아쿠아맨(디지털),  6,000원","18:45,  PMC: 더 벙커(디지털),  6,000원","21:10,  마약왕(디지털),  6,000원",,,,,,,,,,,,39
2019-01-06,01관,"10:00,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","12:05,  아쿠아맨(디지털),  6,000원","14:45,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","16:55,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","19:05,  범블비(디지털),  6,000원","21:10,  아쿠아맨(디지털),  6,000원",,,,,,,,,,,,59
2019-01-06,02관,"09:40,  범블비(디지털),  6,000원","11:50,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","13:45,  점박이 한반도의 공룡2 : 새로운 낙원(디지털),  6,000원","16:00,  아쿠아맨(디지털),  6,000원","18:45,  PMC: 더 벙커(디지털),  6,000원","21:05,  스윙키즈(디지털)",,,,,,,,,,,,39
2019-01-07,01관,"09:45,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","11:50,  아쿠아맨(디지털),  6,000원","14:30,  범블비(디지털),  6,000원","16:50,  주먹왕 랄프 2: 인터넷 속으로(디지털더빙),  6,000원","19:00,  아쿠아맨(디지털),  6,000원","21:35,  PMC: 더 벙커(디지털),  6,000원",,,,,,,,,,,,59
