,영화명,개봉일,점유율집계일,개봉n일차(int),상영횟수,스크린수,좌석수,좌석판매율,매출액,누적매출액,관객수,누적관객수,F-rated,장르,배급사,감독1성별,작가성별,배우성별,F등급
744,형,2016-11-23,2019-09-21,1032,1,1,194,100.0,2328000,23133206693,194,2982514,1,"코미디,드라마",씨제이이앤엠(주),남자,여자,남자,1
745,판도라,2016-12-07,2016-11-15,-22,3,1,1203,100.0,9624000,9624000,1203,1203,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
746,판도라,2016-12-07,2016-11-22,-15,3,3,766,100.0,6128000,15752000,766,1969,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
747,판도라,2016-12-07,2016-11-24,-13,2,2,474,94.7,2940000,18692000,449,2418,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
748,판도라,2016-12-07,2016-11-29,-8,28,28,6042,99.7,48192000,66884000,6024,8442,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
749,판도라,2016-12-07,2016-11-30,-7,15,15,4315,94.1,31844000,98728000,4061,12503,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
750,판도라,2016-12-07,2016-12-01,-6,2,2,506,100.0,4048000,102776000,506,13009,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
751,판도라,2016-12-07,2016-12-02,-5,20,20,4400,99.8,43087000,145863000,4392,17401,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
752,판도라,2016-12-07,2016-12-04,-3,1,1,134,100.0,1340000,147203000,134,17535,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
753,판도라,2016-12-07,2016-12-06,-1,4,4,908,92.2,6652000,153855000,837,18372,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
754,판도라,2016-12-07,2016-12-07,0,4777,1029,918214,16.8,1138891200,1292746200,154652,173024,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
755,판도라,2016-12-07,2016-12-08,1,4741,1074,904435,18.2,1206239000,2498985200,164931,337955,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
756,판도라,2016-12-07,2016-12-09,2,4919,1086,942625,22.3,1694603296,4193588496,210438,548393,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
757,판도라,2016-12-07,2016-12-10,3,5448,1166,1050486,42.6,3734861514,7928450010,447707,996100,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
758,판도라,2016-12-07,2016-12-11,4,5324,1160,1030036,45.0,3870900800,11799350810,463151,1459251,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
759,판도라,2016-12-07,2016-12-12,5,4956,1085,953707,16.8,1179889900,12979240710,160345,1619596,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
760,판도라,2016-12-07,2016-12-13,6,4982,1117,953332,17.4,1211396000,14190636710,165775,1785371,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
761,판도라,2016-12-07,2016-12-14,7,4584,1080,885081,18.3,1173549200,15364185910,162153,1947524,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
762,판도라,2016-12-07,2016-12-15,8,4590,1083,883389,18.1,1160974100,16525160010,159809,2107333,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
763,판도라,2016-12-07,2016-12-16,9,4825,1115,927134,22.7,1670473585,18195633595,210230,2317563,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
764,판도라,2016-12-07,2016-12-17,10,5354,1184,1034763,38.8,3322781267,21518414862,401518,2719081,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
765,판도라,2016-12-07,2016-12-18,11,5224,1153,1009985,39.1,3283355300,24801770162,394567,3113648,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
766,판도라,2016-12-07,2016-12-19,12,4857,1096,939054,14.2,985648800,25787418962,133106,3246754,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
767,판도라,2016-12-07,2016-12-20,13,4857,1134,932339,14.5,979907000,26767325962,135019,3381773,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
768,판도라,2016-12-07,2016-12-21,14,2346,705,344389,18.0,446356000,27213681962,62014,3443787,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
769,판도라,2016-12-07,2016-12-22,15,2328,704,340043,18.5,454805100,27668487062,62801,3506588,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
770,판도라,2016-12-07,2016-12-23,16,2330,701,344265,22.7,623073379,28291560441,78269,3584857,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
771,판도라,2016-12-07,2016-12-24,17,2108,654,298230,59.7,1458537223,29750097664,177961,3762818,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
772,판도라,2016-12-07,2016-12-25,18,2030,655,284569,60.8,1411422700,31161520364,173095,3935913,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
773,판도라,2016-12-07,2016-12-26,19,2159,663,307718,18.1,407037500,31568557864,55796,3991709,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
774,판도라,2016-12-07,2016-12-27,20,2172,668,311074,17.8,397729800,31966287664,55262,4046971,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
775,판도라,2016-12-07,2016-12-28,21,1416,551,190294,31.5,353210500,32319498164,59865,4106836,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
776,판도라,2016-12-07,2016-12-29,22,1383,519,181179,25.9,341160200,32660658364,46957,4153793,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
777,판도라,2016-12-07,2016-12-30,23,1465,535,191670,34.1,522508800,33183167164,65306,4219099,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
778,판도라,2016-12-07,2016-12-31,24,1505,566,198075,47.8,772231000,33955398164,94765,4313864,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
779,판도라,2016-12-07,2017-01-01,25,1476,576,195344,45.0,736891900,34692290064,87966,4401830,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
780,판도라,2016-12-07,2017-01-02,26,1495,540,197888,19.2,283473300,34975763364,38072,4439902,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
781,판도라,2016-12-07,2017-01-03,27,1463,538,192788,14.3,205442000,35181205364,27605,4467507,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
782,판도라,2016-12-07,2017-01-04,28,685,335,94290,13.4,92821100,35274026464,12620,4480127,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
783,판도라,2016-12-07,2017-01-05,29,642,322,90054,12.8,84874600,35358901064,11481,4491608,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
784,판도라,2016-12-07,2017-01-06,30,598,310,82216,13.9,94003800,35452904864,11450,4503058,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
785,판도라,2016-12-07,2017-01-07,31,555,304,74981,28.9,177307500,35630212364,21657,4524715,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
786,판도라,2016-12-07,2017-01-08,32,539,297,72432,29.0,172051100,35802263464,20971,4545686,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
787,판도라,2016-12-07,2017-01-09,33,539,295,72437,9.2,49099800,35851363264,6682,4552368,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
788,판도라,2016-12-07,2017-01-10,34,533,294,70313,9.8,50113000,35901476264,6870,4559238,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
789,판도라,2016-12-07,2017-01-11,35,195,107,26221,12.3,22329300,35923805564,3228,4562466,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
790,판도라,2016-12-07,2017-01-12,36,104,62,12530,14.0,12348200,35936153764,1754,4564220,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
791,판도라,2016-12-07,2017-01-13,37,97,58,12417,17.7,15006000,35951159764,2191,4566411,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
792,판도라,2016-12-07,2017-01-14,38,101,63,13041,29.1,27891200,35979050964,3793,4570204,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
793,판도라,2016-12-07,2017-01-15,39,103,66,13368,29.8,29404100,36008455064,3988,4574192,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
794,판도라,2016-12-07,2017-01-16,40,100,59,11679,11.8,9108200,36017563264,1382,4575574,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
795,판도라,2016-12-07,2017-01-17,41,95,59,10751,14.6,9923800,36027487064,1564,4577138,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
796,판도라,2016-12-07,2017-01-18,42,20,14,2153,23.4,3050000,36030537064,504,4577642,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
797,판도라,2016-12-07,2017-01-19,43,24,20,2591,25.7,3983000,36034520064,667,4578309,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
798,판도라,2016-12-07,2017-01-20,44,23,19,2415,17.6,2724000,36037244064,424,4578733,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
799,판도라,2016-12-07,2017-01-21,45,20,17,2140,17.8,2186000,36039430064,380,4579113,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
800,판도라,2016-12-07,2017-01-22,46,20,18,2215,21.3,2772500,36042202564,471,4579584,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
801,판도라,2016-12-07,2017-01-23,47,18,14,1796,9.8,905000,36043107564,176,4579760,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
802,판도라,2016-12-07,2017-01-24,48,22,16,2782,37.8,5689000,36048796564,1051,4580811,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
803,판도라,2016-12-07,2017-01-25,49,7,7,1270,71.8,5315000,36054111564,912,4581723,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
804,판도라,2016-12-07,2017-01-26,50,2,2,241,43.2,420000,36054531564,104,4581827,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
805,판도라,2016-12-07,2017-01-27,51,3,3,400,69.8,1199500,36055731064,279,4582106,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
806,판도라,2016-12-07,2017-01-28,52,4,4,475,61.1,1292000,36057023064,290,4582396,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
807,판도라,2016-12-07,2017-01-29,53,2,2,304,78.3,990000,36058013064,238,4582634,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
808,판도라,2016-12-07,2017-01-30,54,2,2,304,79.0,1000000,36059013064,240,4582874,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
809,판도라,2016-12-07,2017-01-31,55,1,1,151,66.2,400000,36059413064,100,4582974,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
810,판도라,2016-12-07,2017-02-03,58,1,1,224,78.1,1300000,36060713064,175,4583149,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
811,판도라,2016-12-07,2017-02-21,76,1,1,130,0.0,0,36060713064,0,4583149,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
812,판도라,2016-12-07,2017-02-22,77,1,1,121,100.0,605000,36061318064,121,4583270,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
813,판도라,2016-12-07,2017-03-09,92,1,1,145,79.3,803000,36062121064,115,4583385,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
814,판도라,2016-12-07,2017-03-11,94,1,1,260,100.0,2340000,36064461064,260,4583645,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
815,판도라,2016-12-07,2017-04-25,139,1,1,82,30.5,150000,36064611064,25,4583670,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
816,판도라,2016-12-07,2017-05-18,162,1,1,332,0.0,0,36064611064,0,4583670,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
817,판도라,2016-12-07,2017-06-20,195,1,1,151,99.3,600000,36065211064,150,4583820,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
818,판도라,2016-12-07,2017-11-14,342,4,1,1200,30.8,738000,36065949064,369,4584189,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
819,판도라,2016-12-07,2017-11-15,343,4,1,1200,18.1,434000,36066383064,217,4584406,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
820,판도라,2016-12-07,2017-11-16,344,4,1,1200,17.1,410000,36066793064,205,4584611,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
821,판도라,2016-12-07,2017-11-17,345,4,1,1200,15.8,378000,36067171064,189,4584800,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
822,판도라,2016-12-07,2018-11-13,706,1,1,164,56.7,465000,36067636064,93,4584893,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
823,판도라,2016-12-07,2019-06-24,929,1,1,100,100.0,700000,36068336064,100,4584993,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
824,판도라,2016-12-07,2019-09-20,1017,1,1,114,107.9,861000,36069197064,123,4585116,0,"드라마,스릴러",(주)넥스트엔터테인먼트월드(NEW),남자,남자,남자,0
825,재심,2017-02-15,2017-01-23,-23,1,1,282,100.0,1692000,1692000,282,282,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
826,재심,2017-02-15,2017-02-02,-13,8,6,1894,96.7,12598000,14290000,1832,2114,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
827,재심,2017-02-15,2017-02-06,-9,3,3,422,100.0,3080000,17370000,422,2536,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
828,재심,2017-02-15,2017-02-07,-8,9,9,1816,100.0,14528000,31898000,1816,4352,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
829,재심,2017-02-15,2017-02-08,-7,13,13,3187,99.0,23995000,55893000,3154,7506,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
830,재심,2017-02-15,2017-02-09,-6,11,11,2252,100.0,17680000,73573000,2252,9758,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
831,재심,2017-02-15,2017-02-13,-2,2,2,375,97.6,2528000,76101000,366,10124,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
832,재심,2017-02-15,2017-02-14,-1,16,15,3044,98.9,21383000,97484000,3009,13133,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
833,재심,2017-02-15,2017-02-15,0,3577,727,681871,17.8,916887400,1014371400,121122,134255,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
834,재심,2017-02-15,2017-02-16,1,3664,789,702430,19.0,1005300000,2019671400,133292,267547,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
835,재심,2017-02-15,2017-02-17,2,3920,831,752014,21.1,1325871259,3345542659,158861,426408,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
836,재심,2017-02-15,2017-02-18,3,4454,935,860476,35.9,2609252599,5954795258,309045,735453,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
837,재심,2017-02-15,2017-02-19,4,4358,924,845161,34.0,2430864550,8385659808,287337,1022790,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
838,재심,2017-02-15,2017-02-20,5,4090,847,798134,14.3,855173500,9240833308,113754,1136544,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
839,재심,2017-02-15,2017-02-21,6,4099,865,797876,13.3,794784200,10035617508,106084,1242628,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
840,재심,2017-02-15,2017-02-22,7,2974,715,601067,21.3,762083300,10797700808,128189,1370817,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
841,재심,2017-02-15,2017-02-23,8,2954,683,597334,12.9,577787600,11375488408,76857,1447674,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
842,재심,2017-02-15,2017-02-24,9,3050,704,615186,14.3,732181628,12107670036,87870,1535544,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
843,재심,2017-02-15,2017-02-25,10,3261,767,630540,28.4,1511003001,13618673037,179354,1714898,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
844,재심,2017-02-15,2017-02-26,11,3190,755,612140,28.2,1452277600,15070950637,172320,1887218,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
845,재심,2017-02-15,2017-02-27,12,3029,707,569369,11.5,488932000,15559882637,65625,1952843,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
846,재심,2017-02-15,2017-02-28,13,2701,723,485559,16.0,573047300,16132929937,77863,2030706,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
847,재심,2017-02-15,2017-03-01,14,1497,545,212960,37.8,663812800,16796742737,80454,2111160,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
848,재심,2017-02-15,2017-03-02,15,1435,497,204365,10.8,163100700,16959843437,22108,2133268,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
849,재심,2017-02-15,2017-03-03,16,1490,506,209857,11.9,204515100,17164358537,24979,2158247,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
850,재심,2017-02-15,2017-03-04,17,1509,535,214275,26.8,482742100,17647100637,57437,2215684,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
851,재심,2017-02-15,2017-03-05,18,1476,534,208867,24.5,431965100,18079065737,51240,2266924,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
852,재심,2017-02-15,2017-03-06,19,1422,492,200024,7.8,115002000,18194067737,15650,2282574,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
853,재심,2017-02-15,2017-03-07,20,1415,500,198899,7.8,112129000,18306196737,15439,2298013,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
854,재심,2017-02-15,2017-03-08,21,1052,435,136443,8.6,85839800,18392036537,11769,2309782,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
855,재심,2017-02-15,2017-03-09,22,880,386,116443,8.4,69909900,18461946437,9738,2319520,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
856,재심,2017-02-15,2017-03-10,23,913,392,120270,9.2,91000800,18552947237,11066,2330586,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
857,재심,2017-02-15,2017-03-11,24,933,420,120123,21.2,211736400,18764683637,25431,2356017,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
858,재심,2017-02-15,2017-03-12,25,906,414,118395,21.2,208081200,18972764837,25144,2381161,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
859,재심,2017-02-15,2017-03-13,26,903,396,116882,6.6,55338100,19028102937,7709,2388870,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
860,재심,2017-02-15,2017-03-14,27,869,403,113207,7.1,57588200,19085691137,8009,2396879,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
861,재심,2017-02-15,2017-03-15,28,868,383,112342,6.2,50404400,19136095537,6939,2403818,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
862,재심,2017-02-15,2017-03-16,29,226,152,29466,8.7,17645500,19153741037,2575,2406393,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
863,재심,2017-02-15,2017-03-17,30,221,142,28205,8.2,19252300,19172993337,2316,2408709,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
864,재심,2017-02-15,2017-03-18,31,189,124,22659,15.9,30095000,19203088337,3601,2412310,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
865,재심,2017-02-15,2017-03-19,32,172,120,20578,14.3,24776300,19227864637,2943,2415253,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
866,재심,2017-02-15,2017-03-20,33,214,138,27395,5.2,10049000,19237913637,1422,2416675,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
867,재심,2017-02-15,2017-03-21,34,222,147,27737,7.0,12502000,19250415637,1952,2418627,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
868,재심,2017-02-15,2017-03-22,35,126,98,16857,4.0,4596000,19255011637,674,2419301,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
869,재심,2017-02-15,2017-03-23,36,5,5,484,48.1,972000,19255983637,233,2419534,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
870,재심,2017-02-15,2017-03-24,37,1,1,96,4.2,20000,19256003637,4,2419538,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
871,재심,2017-02-15,2017-03-25,38,1,1,168,1.2,19000,19256022637,2,2419540,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
872,재심,2017-02-15,2017-03-27,40,1,1,91,83.5,304000,19256326637,76,2419616,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
873,재심,2017-02-15,2017-03-28,41,1,1,41,46.3,95000,19256421637,19,2419635,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
874,재심,2017-02-15,2017-03-29,42,18,18,3136,14.9,3445000,19259866637,467,2420102,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
875,재심,2017-02-15,2017-03-30,43,2,2,353,2.0,47000,19259913637,7,2420109,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
876,재심,2017-02-15,2017-03-31,44,2,2,354,1.7,46000,19259959637,6,2420115,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
877,재심,2017-02-15,2017-04-01,45,3,3,470,32.1,911000,19260870637,151,2420266,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
878,재심,2017-02-15,2017-04-02,46,2,2,363,0.6,14000,19260884637,2,2420268,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
879,재심,2017-02-15,2017-04-03,47,1,1,160,1.9,18000,19260902637,3,2420271,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
880,재심,2017-02-15,2017-04-04,48,4,4,557,2.7,96000,19260998637,15,2420286,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
881,재심,2017-02-15,2017-04-05,49,5,5,521,1.0,13000,19261011637,5,2420291,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
882,재심,2017-02-15,2017-04-06,50,7,7,716,15.2,537000,19261548637,109,2420400,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
883,재심,2017-02-15,2017-04-07,51,5,5,521,1.0,13000,19261561637,5,2420405,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
884,재심,2017-02-15,2017-04-08,52,6,6,665,22.4,877000,19262438637,149,2420554,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
885,재심,2017-02-15,2017-04-09,53,5,5,521,1.0,13000,19262451637,5,2420559,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
886,재심,2017-02-15,2017-04-10,54,1,1,173,98.3,1000000,19263451637,170,2420729,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
887,재심,2017-02-15,2017-04-14,58,2,2,342,72.5,1239000,19264690637,248,2420977,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
888,재심,2017-02-15,2017-04-25,69,1,1,203,0.0,0,19264690637,0,2420977,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
889,재심,2017-02-15,2017-04-26,70,2,2,140,24.3,102000,19264792637,34,2421011,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
890,재심,2017-02-15,2017-04-30,74,1,1,214,0.0,0,19264792637,0,2421011,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
891,재심,2017-02-15,2017-08-01,167,1,1,120,0.0,0,19264792637,0,2421011,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
892,재심,2017-02-15,2017-09-21,218,1,1,186,100.0,1527000,19266319637,186,2421197,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
893,재심,2017-02-15,2017-11-17,275,1,1,85,0.0,0,19266319637,0,2421197,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
894,재심,2017-02-15,2017-11-21,279,1,1,85,0.0,0,19266319637,0,2421197,0,드라마,"오퍼스픽쳐스(유),CGV아트하우스",남자,남자,남자,0
895,조작된 도시,2017-02-09,2017-01-31,-9,9,4,2422,97.9,18316000,18316000,2371,2371,0,"범죄,액션",씨제이이앤엠(주),남자,남자,남자,0
