순위,영화명,개봉일,매출액 ,매출액점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
146,오늘도 위위,2019.10.17,"10,815,460",0.0%,"11,050,460","1,325","1,372",40,228,한국,한국,(주)코쿤나인,(주)영화사오원,전체관람가,드라마,박범준,"선우선,심형탁,남지우"
147,계절과 계절 사이,2019.10.3,"11,373,500",0.0%,"15,496,500","1,304","1,812",22,209,한국,한국,한국영상대학교,(주)마노엔터테인먼트,15세이상관람가,"드라마,멜로/로맨스",김준식,"이영진,김영민,오하늬,윤혜리,장진희"
148,무정,,"2,550,000",0.0%,"5,919,000","1,275","2,667",1,18,한국,한국,,,,"멜로/로맨스,드라마",이강천,"최은희,도금봉"
149,니나 내나,2019.10.30,"9,996,100",0.0%,"9,996,100","1,273","1,273",49,138,한국,한국,"(주)명필름,로랜드스튜디오",(주)리틀빅픽쳐스,12세이상관람가,드라마,이동은,"장혜진,태인호,이가섭,김진영,이효제,이상희,백지원"
150,히치하이크,2019.3.14,"8,757,350",0.0%,"10,026,550","1,239","1,428",24,317,한국,한국,영화사 브리드,무브먼트,12세이상관람가,가족,정희재,"노정의,박희순,김고은,김학선,이봉련,임성미,주해은,이승연,장정연"
151,포항,2019.2.27,"8,019,400",0.0%,"8,019,400","1,161","1,161",8,107,한국,한국,,CL2D Film,12세이상관람가,드라마,모현신,"고관재,홍서백,최현아"
152,소은이의 무릎,2019.5.30,"8,005,100",0.0%,"8,474,100","1,153","1,220",8,127,한국,한국,(주)에이치앤디엔터테인먼트,(주)영화사 그램,12세이상관람가,드라마,최헌규,"박세은,박아인,박성우,박수연"
153,접속,1997.9.13,"6,377,100",0.0%,"9,210,100","1,138","1,498",26,96,한국,한국,(주)명필름,,고등학생이상관람가,"멜로/로맨스,드라마",장윤현,"한석규,전도연,추상미,김태우,이범수,이장욱,최철호,박용수"
154,앨리스 죽이기,2019.8.8,"8,863,500",0.0%,"9,773,500","1,094","1,260",14,140,한국,한국,지킬필름,(주)인디플러그,12세이상관람가,다큐멘터리,김상규,"신은미,정태일,황선,오세현"
155,산딸기,1982.9.4,"2,150,000",0.0%,"2,150,000","1,070","1,070",1,23,한국,한국,남아진흥(주),,연소자관람불가,멜로/로맨스,김수형,"김인문,안소영,남궁원"
156,발광하는 현대사,2019.7.18,"9,730,500",0.0%,"9,730,500","1,069","1,069",37,202,한국,한국,유한회사 영화사 반딧불,케이티하이텔(주),청소년관람불가,드라마,조성규,"이상원,정다원,이원종"
157,안나 카레니나,2018.6.29,"12,991,000",0.0%,"63,191,800","1,048","4,571",5,36,한국,한국,(주)비프로,(주)비프로,12세이상관람가,뮤지컬,신예지,에카테리나 구세바
158,언니는 말괄량이,,"2,027,000",0.0%,"9,692,000","1,037","5,608",1,21,한국,한국,,,,드라마,한형모,"김진규,엄앵란,문정숙,이대엽"
159,청춘무정,,"2,058,000",0.0%,"12,568,000","1,029","6,275",1,36,한국,한국,,,,,김수용,"문희,신영균,신성일,김성옥,김동원,주증녀"
160,인목대비,,"2,026,000",0.0%,"7,294,000","1,013","3,661",1,15,한국,한국,,,,사극,안현철,"조미령,이민자,허장강,신영균"
161,내부자들,2015.11.19,"5,647,500",0.0%,"56,604,868,557","1,009","7,073,516",32,127,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명,조경현,권태원,강신철,정민성"
162,공작,2018.8.8,"6,839,640",0.0%,"42,795,690,816",997,"4,975,517",22,121,한국,한국,"(주)영화사 월광,(주)사나이픽처스",씨제이이앤엠(주),12세이상관람가,드라마,윤종빈,"황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,박혜영,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진수,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최정인,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현,주해은,한창현,양현민,정기섭,민무제,한성천,금새록,김응수,최병모,손성찬,홍기준,정소리"
163,"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014.8.21,"2,100,000",0.0%,"230,169,195",975,"36,898",1,35,한국,한국,"(주)연필로명상하기,한국교육방송공사 EBS",이달투,전체관람가,애니메이션,"안재훈,한혜진","장광,엄상현,류현경,강은탁"
164,소나기,2017.8.31,"2,051,000",0.0%,"82,800,808",968,"14,019",1,34,한국,한국,"(주)연필로명상하기,한국교육방송공사 EBS",(주)리틀빅픽쳐스,전체관람가,애니메이션,안재훈,"노강민,신은수,최상현,최윤재,이상욱,이현우"
165,감쪽같은 그녀,2019.12.4,"5,640,000",0.0%,"5,640,000",940,940,2,4,한국,한국,(주)지오필름,메가박스중앙(주)플러스엠,전체관람가,드라마,허인무,"나문희,김수안,천우희"
165,불빛 아래서,2019.8.29,"7,112,700",0.0%,"8,935,700",940,"1,307",13,162,한국,한국,창작집단 '너와',모두를 위한 극장 공정영화협동조합,12세이상관람가,다큐멘터리,조이예환,
167,범죄의 재구성,2004.4.15,"5,243,800",0.0%,"6,138,742,500",938,"943,241",25,106,한국,한국,(주)싸이더스,(주)쇼박스,18세관람가,스릴러,최동훈,"김윤석,박신양,주진모,염정아,이기철,백윤식,이문식,천호진,박원상,김상호,성소원,송현정,한지선,서종해,김선태,이호원,박세환,오형진,이경헌,이인성,이현정,임하룡,정석원,윤다경,조희봉"
168,강화도령,,"1,850,000",0.0%,"7,700,000",925,"3,850",1,12,한국,한국,,,,"사극,멜로/로맨스",신상옥,"최은희,도금봉"
169,미쓰백,2018.10.11,"7,549,000",0.0%,"6,047,893,066",911,"723,093",2,9,한국,한국,영화사 배,(주)리틀빅픽쳐스,15세이상관람가,드라마,이지원,"한지민,김시아,이희준,권소현,백수장,장영남,김선영,이주영,이정은,전석호,조민준,윤송아,이승민,신수정,이지원,김지혜,김지희,박지선,강가미,김미선,김민기,한용환,김보민,김호창"
170,늙은 자전거,2015.11.12,"1,804,000",0.0%,"27,579,300",897,"5,898",1,86,한국,한국,"(주)영화사 북촌,대국미디어그룹,한국방송예술교육진흥원 ,영화사 키노(주)",주식회사 마운틴픽쳐스,전체관람가,"드라마,가족",문희융,"최종원,박민상,박상면,조안,춘자,김형범"
171,내 나이가 어때서,,"1,770,000",0.0%,"5,132,000",880,"2,558",1,12,한국,한국,,,12세이상관람가,멜로/로맨스,한명구,오안진
171,열녀문,,"1,760,000",0.0%,"10,696,000",880,"5,097",1,23,한국,한국,신필름,,청소년관람불가,사극,신상옥,"신영균,최은희"
173,예수보다 낯선,2019.4.4,"6,150,080",0.0%,"6,150,080",873,873,17,245,한국,한국,우사유필름,(주)미로스페이스,15세이상관람가,코미디,여균동,"조복래,여균동"
174,5인의 해병,,"1,749,000",0.0%,"8,965,000",872,"4,477",1,20,한국,한국,,,청소년관람불가,"전쟁,드라마",김기덕,"곽규석,황해,최무룡,신영균,박노식"
175,런닝맨 : 풀룰루의 역습,2018.12.5,"6,987,000",0.0%,"1,427,205,750",865,"187,777",3,14,한국,한국,(주)로커스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤준상,"김서영,권창욱,엄상현,김연우,강시현,전태열"
176,창간호,2019.1.17,"7,174,650",0.0%,"7,174,650",857,857,7,102,한국,한국,"(주)백그림,(주)실버라이닝 스튜디오",(주)트리플픽쳐스,15세이상관람가,"드라마,코미디,멜로/로맨스,뮤지컬","백승환,하수민,정인희,지일주","정형석,문종원,조달환,이지현,조민재,김재화,서동갑,이영진,백수장,지일주,강찬희,백승환,이병수,부진서,백주환"
177,도둑들,2012.7.25,"5,111,200",0.0%,"93,672,361,700",851,"12,984,692",31,76,한국,"한국,홍콩",(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,범죄",최동훈,"김윤석,김혜수,이정재,전지현,임달화,김해숙,오달수,김수현,이심결,증국상,서영주,장동,장현문,정윤헌,조상원,한규석,홍원기,김영민,최덕문,최진호,장준녕,예수정"
178,구봉서의 벼락부자,,"1,696,000",0.0%,"6,272,000",848,"3,128",1,12,한국,한국,,,,"드라마,코미디",김수용,"구봉서,김희갑,도금봉"
179,스타박'스 다방,2018.1.11,"1,696,000",0.0%,"15,217,000",843,"2,772",1,49,한국,한국,영화사 온난전선,(주)드림팩트엔터테인먼트,15세이상관람가,"코미디,드라마",이상우,"백성현,이상아,서신애,이정구,신원호,서호철,이다슬,이산인,이은욱,이찬양,이철진,장기원,장동주,박정환"
180,버블 패밀리,2018.12.20,"5,925,700",0.0%,"11,842,900",838,"1,796",11,186,한국,한국,쌍마픽처스,무브먼트,전체관람가,"다큐멘터리,가족",마민지,"노해숙,마풍락,마민지"
181,안시성,2018.9.19,"6,672,000",0.0%,"46,342,006,026",834,"5,441,020",2,5,한국,한국,"(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"사극,액션",김광식,"이태진,조인성,신현숙,남주혁,박성웅,김경희,배성우,엄태구,설현,박병은,오대환,성동일,정은채,유오성,김미지,여윤호,박인수,이승일,이현,이경재,이낙준,이동민,이상혁,이상호,이성욱,이세민,이승석,배유리,이승환,배준수,이원재,이은희,이은희,이인규,이정민,이정선,김종호,이준우,이진용,이태진,이호준,임동영,임상현,김현우,김현창,나대한,오진석,유병주,윤정열,문창준,박경관,임용순,박세준,정미경,정지훈,김한솔,정태영,조석현,조형래,조혜인,조혜인,김욱,김대현,김동민,김동진,김명준,김민혁,최희열,한명환,한아름,한정환,김이현,김원중,김세홍,강희중,주석태,손영순,장광"
182,여자의 일생,,"1,656,000",0.0%,"18,289,500",828,"9,781",1,12,한국,한국,,,,드라마,신상옥,"최은희,남궁원,도금봉,김동원"
183,파도치는 땅,2019.4.4,"6,311,300",0.0%,"6,751,300",824,890,21,213,한국,한국,(재)전주국제영화제조직위원회,아이 엠,12세이상관람가,드라마,임태규,"박정학,이태경,맹세창,양조아,고관재,안민영,정희태,전영운,임채리,임예리,강영구,박성일"
184,오발탄,1961.4.13,"1,664,000",0.0%,"5,758,000",823,"2,883",1,24,한국,한국,대한영화사,,15세이상관람가,드라마,유현목,"김진규,김혜정,최무룡"
185,인디애니페스트2019 독립보행2,,"4,095,000",0.0%,"4,095,000",819,819,3,6,한국,한국,,,,애니메이션,,
186,2019 한국영화아카데미 35기 졸업영화제 개막작,,"3,200,000",0.0%,"3,200,000",800,800,1,5,한국,한국,,,,드라마,,
187,와룡선생 상경기,,"1,580,000",0.0%,"8,976,000",790,"3,218",1,20,한국,한국,신필름,,,코미디,김용덕,"김희갑,허장강,윤인자,엄앵란"
188,너의 여자친구,,"5,764,000",0.0%,"5,764,000",786,786,1,3,한국,한국,,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",12세이상관람가,"코미디,멜로/로맨스,드라마",이장희,"이엘리야,지일주,허정민,김기두,이진이"
189,만추,2011.2.17,"6,407,000",0.0%,"6,349,787,900",776,"850,411",10,52,한국,"한국,미국,홍콩",(주)에스씨에스엔터테인먼트,씨제이엔터테인먼트,15세이상관람가,멜로/로맨스,김태용,"현빈,탕웨이,김서라"
190,부산행,2016.7.20,"4,650,500",0.0%,"93,187,289,548",770,"11,567,644",19,172,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현,한지은,박명신"
191,협객 김두한,1975.6.5,"1,500,000",0.0%,"5,157,000",750,"2,576",1,15,한국,한국,신프로덕션,,15세이상관람가,액션,김효천,"이대근,독고성,서미경"
192,귀신의 향기,2019.7.3,"5,295,500",0.0%,"5,295,500",748,748,17,150,한국,한국,(주)스튜디오후크,(주)스튜디오후크,15세이상관람가,"공포(호러),멜로/로맨스,코미디",이준학,"강경준,이엘,전수경,성지루,손병호,최규환,오윤아,최무성,조성희,박명신,오희준,한지은,김근영,김경룡"
193,부당거래,2010.10.28,"4,113,600",0.0%,"21,000,698,100",745,"2,723,773",15,89,한국,한국,"필름트레인,(주)외유내강",씨제이엔터테인먼트,청소년관람불가,"범죄,드라마",류승완,"황정민,김승훈,류승범,유해진,천호진,마동석,김원범,최정현,황병국,조준현,조철현,박형준,한동욱,한상욱,한성희,류수경,한재덕,강유미,서지영,박광호,박미숙,박민정,박민정,박민정,전봉수,전진영,박세준,임정언,권성현,최우성,온세웅,연영식,오상진,김종민,이춘연,이유빈,백승익,오승현,이채은,이미도,이희준,오정세,안길강,김수현,조영진,정만식,차은재,이화룡"
194,"안녕, 나의 소녀 시절이여",2018.12.12,"2,558,000",0.0%,"19,118,500",729,"2,784",5,184,한국,한국,KBS,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,김한석,쏘남 왕모 스칼닷
195,완벽한 타인,2018.10.31,"6,169,400",0.0%,"44,356,976,474",719,"5,294,154",7,19,한국,한국,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,코미디",이재규,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진,최유화,조달환"
196,백사부인,1960.10.2,"1,408,000",0.0%,"4,436,000",704,"2,218",1,15,한국,한국,신필름,,,"사극,공포(호러),멜로/로맨스",신상옥,"최은희,신성일"
197,2019 한국영화아카데미 35기 졸업영화제 섹션A,,"2,697,500",0.0%,"2,697,500",695,695,1,6,한국,한국,,,,드라마,,
198,2019 한국영화아카데미 35기 졸업영화제 섹션B,,"2,695,000",0.0%,"2,695,000",694,694,1,6,한국,한국,,,,드라마,,
199,김광석,2017.8.30,"1,391,000",0.0%,"773,874,500",693,"98,924",1,33,한국,한국,(주)씨네포트,(주)비엠컬쳐스,15세이상관람가,다큐멘터리,이상호,"김광석,이상호,신종민,안철호"
200,2019 한국영화아카데미 35기 졸업영화제 섹션C,,"2,690,000",0.0%,"2,690,000",692,692,1,6,한국,한국,,,,드라마,,
201,철부지 아씨,1968.3.14,"1,356,000",0.0%,"7,371,000",678,"3,648",1,15,한국,한국,,,미정,드라마,김기풍,"문희,김정훈"
202,삼일천하,1973.2.15,"1,352,000",0.0%,"1,352,000",676,676,1,12,한국,한국,(주)삼영필림,,전체관람가,사극,신상옥,"신영균,윤정희"
203,연산군,1962.1.1,"1,350,000",0.0%,"13,891,000",675,"6,774",1,25,한국,한국,신필름,,청소년관람불가,"사극,드라마",신상옥,"신영균,최은희,도금봉,신성일,김동원"
203,인천상륙작전,2016.7.27,"6,200,000",0.0%,"55,111,806,303",675,"7,051,150",2,2,한국,한국,(주)태원엔터테인먼트,씨제이이앤엠(주),12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,이유진,한비,김희진,진용욱,곽순우,홍기준"
205,감시자들,2013.7.3,"6,714,500",0.0%,"39,389,732,679",660,"5,509,019",10,38,한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션","조의석,김병서","설경구,정우성,한효주,진경,이준호,임달화,손민석,김대진,이태형,강신하,이동휘,이화정,김진곤,박지훈,김지훈,신성일,변요한,정우근,장원형,장유리,조도연,지영준,한영주,문성렬,박영진,박지연,백동현,신경철,이가람,이상민,김병옥,윤돈선"
206,꿈,1955.1.16,"1,312,000",0.0%,"2,988,000",656,"1,494",1,15,한국,한국,,,,드라마,신상옥,"최은희,황남"
207,빨간 마후라,,"1,308,000",0.0%,"16,577,000",654,"8,108",1,22,한국,한국,신필름,,12세이상관람가,"액션,전쟁",신상옥,"남궁원,윤인자,신영균,최무룡,최은희,이대엽"
208,정의심판,2019.10.17,"5,772,000",0.0%,"5,772,000",652,652,2,20,한국,한국,프로젝트 엔터테인먼트,프로젝트 엔터테인먼트,15세이상관람가,드라마,조성현,"조성현,정재숙,김성원,송훈,강동수,장영근"
209,졸업,2019.11.7,"5,313,500",0.0%,"6,142,500",647,800,3,13,한국,한국,,(주)시네마달,,다큐멘터리,박주환,"이승현,박주환,윤명식,전종완"
210,리틀 포레스트,2018.2.28,"5,047,000",0.0%,"11,934,249,185",642,"1,506,911",4,8,한국,한국,(주)영화사수박,메가박스중앙(주)플러스엠,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주,홍성덕,이광용,이상준,김재훈,이유진,김정은,김주은,이태영,김지윤,김현지,오수엽,박미현,박민지,박성준,임정희,박수현,박정희,박종찬,김혁,김호,강민지,김다정,김동혁,김명희,최원석,최혜림,김소정,김수현,김은영,김예슬,전국향,장재희,정준원"
211,깊은 밤 갑자기,1981.7.17,"1,265,000",0.0%,"3,984,000",630,"1,437",1,16,한국,한국,남아진흥(주),(주)드림팩트엔터테인먼트,"연소자관람불가,청소년관람불가","공포(호러),범죄,스릴러",고영남,"김영애,한혜리,이기선,윤일봉"
212,다방의 푸른 꿈,2017.1.26,"1,470,000",0.0%,"6,351,000",625,"1,480",2,48,한국,한국,인디라인,"스토리 너머,아이 엠",전체관람가,다큐멘터리,김대현,김정구
213,모정에 우는 두 아들,,"1,230,000",0.0%,"14,904,000",615,"7,408",1,16,한국,한국,남화,,전체관람가,멜로/로맨스,이일수,"김지미,김희라,장동휘,이순재"
214,동심초,,"1,242,000",0.0%,"13,035,000",612,"6,543",1,34,한국,한국,,,,드라마,신상옥,"최은희,김진규,엄앵란"
215,MSFF2019 폐막작(폐막식용),,"3,624,000",0.0%,"3,624,000",604,604,2,3,한국,한국,,,,기타,,
216,MSFF2019 희극지왕 1,,"3,558,600",0.0%,"3,558,600",598,598,1,3,한국,한국,,,,코미디,,
217,MSFF2019 4만번의 구타 2,,"3,524,400",0.0%,"3,524,400",595,595,1,3,한국,한국,,,,스릴러,,
218,MSFF2019 사랑에 관한 짧은 필름 2,,"3,501,000",0.0%,"3,501,000",587,587,1,3,한국,한국,,,,멜로/로맨스,,
219,MSFF2019 희극지왕 3,,"3,463,400",0.0%,"3,463,400",584,584,1,3,한국,한국,,,,코미디,,
220,MSFF2019 희극지왕 2,,"3,412,800",0.0%,"3,412,800",572,572,1,3,한국,한국,,,,코미디,,
221,MSFF2019 사랑에 관한 짧은 필름 1,,"3,354,400",0.0%,"3,354,400",564,564,1,3,한국,한국,,,,멜로/로맨스,,
222,MSFF2019 4만번의 구타 1,,"3,305,400",0.0%,"3,305,400",557,557,1,3,한국,한국,,,,스릴러,,
223,다정불심,,"1,112,000",0.0%,"6,251,000",556,"3,123",1,15,한국,한국,,,,사극,신상옥,"김진규,최은희,박노식"
224,MSFF2019 사랑에 관한 짧은 필름 3,,"3,306,000",0.0%,"3,306,000",552,552,1,3,한국,한국,,,,멜로/로맨스,,
225,MSFF2019 비정성시 1,,"3,280,200",0.0%,"3,280,200",551,551,1,3,한국,한국,,,,드라마,,
226,로드킬,2019.2.21,"4,239,100",0.0%,"4,239,100",542,542,17,51,한국,한국,㈜리필름,(주)갤럭시컴퍼니,청소년관람불가,"공포(호러),스릴러",이수성,"이철민,오광록"
227,1월 단편 상상극장-더 비기닝,,"4,248,000",0.0%,"4,248,000",531,531,1,7,한국,한국,,,,기타,,
228,MSFF2019 비정성시 2,,"3,127,800",0.0%,"3,127,800",524,524,1,3,한국,한국,,,,드라마,,
229,콩쥐별전 - 전주성의 비밀,2019.7.27,"2,776,000",0.0%,"2,776,000",519,519,4,77,한국,한국,유한회사 올빼미하우스,유한회사 올빼미하우스,전체관람가,"애니메이션,드라마",배효상,
230,MSFF2019 비정성시 3,,"3,092,400",0.0%,"3,092,400",518,518,1,3,한국,한국,,,,드라마,,
231,혈투,2011.2.24,"1,030,000",0.0%,"330,310,000",515,"44,462",1,11,한국,한국,(주)영화사비단길,(주)싸이더스,15세이상관람가,"액션,사극",박훈정,"박희순,진구,고창석,장희진,김길동,권현석,전국환,최일화"
232,마부,,"1,026,000",0.0%,"20,029,000",513,"10,572",1,35,한국,한국,화성영화,,미정,드라마,강대진,"김승호,신영균,황정순"
233,수상한 그녀,2014.1.22,"2,505,000",0.0%,"62,718,601,849",501,"8,660,256",2,6,한국,한국,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",씨제이이앤엠(주),15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재,강필선,김가희,황승언,임현성,정인기"
234,MSFF2019 비정성시 4,,"2,854,800",0.0%,"2,854,800",481,481,1,3,한국,한국,,,,드라마,,
235,덕구,2018.4.5,"2,832,000",0.0%,"2,391,873,700",478,"316,141",2,9,한국,한국,"(주)영화사두둥,(주)곰픽쳐스",메가박스중앙(주)플러스엠,전체관람가,드라마,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤,윤송아,이현,이도현,김현우,박민정,박윤호,정재훈,김보연,김수민,전소현,정기섭"
236,비트,1997.5.3,"4,040,600",0.0%,"4,707,600",476,573,7,36,한국,한국,(주)우노필름,,연소자관람불가,"액션,멜로/로맨스,범죄",김성수,"정우성,고소영,임창정,유오성,이기영,김부선,권태원"
237,택시운전사,2017.8.2,"2,442,000",0.0%,"95,871,272,649",456,"12,189,651",16,53,한국,한국,더램프(주),(주)쇼박스,15세이상관람가,드라마,장훈,"이수민,송강호,토마스 크레취만,유해진,류준열,박혁권,최귀화,이창섭,이호균,서정우,송병철,안용우,오석규,윤석진,이새별,이성호,이정은,이주영,황민형,김신웅,김진상,김화목,문광식,차순배,김대현,서현우,이봉련"
238,타인은 지옥이다,2019.4.11,"1,249,800",0.0%,"1,249,800",453,453,5,182,한국,한국,선셋 시네마,윤스,15세이상관람가,"멜로/로맨스,드라마",이영용,"최보윤,김동우,양희우"
239,착한 엄마: 아버지의 여자를 탐하다,2019.6.24,"2,571,000",0.0%,"2,571,000",451,451,19,20,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마","이진명,유승택",
240,국제시장,2014.12.17,"2,761,000",0.0%,"110,940,853,730",446,"14,263,368",1,4,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영,허동원,현봉식,강신철,손영순"
241,내 엄마의 친구 2,2019.4.12,"2,596,000",0.0%,"2,596,000",440,440,25,26,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이동현,
242,오버 데어,,"3,518,000",0.0%,"3,518,000",434,434,3,24,한국,한국,,(주)영화사 진진,전체관람가,다큐멘터리,장민승,
243,동주,2016.2.17,"4,825,000",0.0%,"8,914,918,963",425,"1,176,300",1,3,한국,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일,박명신,한창현,민진웅,정준원"
244,검은 여름,2019.6.20,"2,731,000",0.0%,"3,754,000",406,516,5,100,한국,한국,,(주)미로스페이스,15세이상관람가,멜로/로맨스,이원영,"우지현,이건우"
245,갈까부다,2019.9.1,"1,398,100",0.0%,"1,398,100",403,403,5,130,한국,한국,주식회사 씨엠닉스,주식회사 씨엠닉스,12세이상관람가,"다큐멘터리,가족,멜로/로맨스",고봉수,"최은비,고봉수,김정기,고성완,이주예,주남정,최은애,구웅서,최진욱,김명건,박상준,이경훈"
246,815 군산 : 돼지의 최후,,"2,000,000",0.0%,"2,000,000",400,400,1,10,한국,한국,,,15세이상관람가,드라마,한기중,
247,"1991, 봄",2018.10.31,"1,805,500",0.0%,"44,668,250",399,"6,106",2,39,한국,한국,(주)해밀픽쳐스,(주)인디플러그,12세이상관람가,다큐멘터리,권경원,"강기훈,김규환,김미진,김지연,김진숙,이서연,이서연,이수빈,이지혜,이채훈,이한솔,최은희"
248,뿔을 가진 소년,2019.6.13,"2,497,800",0.0%,"2,805,800",393,437,5,68,한국,한국,김휘근필름,(주)콘텐츠윙,15세이상관람가,드라마,김휘근,"황성균,조하은,최일순,김예나,권기하"
249,엄마의 공책,2018.3.15,"2,816,000",0.0%,"70,991,500",384,"10,571",2,4,한국,한국,(주)영화사조아,아이 엠,전체관람가,"드라마,가족",김성호,"이주실,이종혁,김성은,김선화,이영아,이준혁,김근영,김영서,김정수,이승철,정미경"
250,MSFF2019 절대악몽 3,,"2,228,500",0.0%,"2,228,500",375,375,1,2,한국,한국,,,,공포(호러),,
251,내게 남은 사랑을,2017.11.2,"738,000",0.0%,"186,039,600",369,"28,355",1,31,한국,한국,"(주)와호엔터테인먼트,(재)CBS",(주)비엠컬쳐스,12세이상관람가,드라마,진광교,"성지루,전미선,권소현,양홍석,이예원,박민지,조윤담,이병준,이유진,이지훈,이현,신문성,서호철"
251,메기의 추억,2019.5.8,"798,000",0.0%,"798,000",369,369,1,17,한국,한국,스마일픽쳐스,스마일픽쳐스,12세이상관람가,드라마,김문옥,"정인철,전채련,이동욱,홍해린,황태현,김국현,김지니,최미교,박효근,박준철,우명덕,이혜령,서예빈"
253,MSFF2019 낯선 것의 방문,,"2,173,200",0.0%,"2,173,200",363,363,1,2,한국,한국,,,,"공포(호러),스릴러",,
254,카운터스,2018.8.15,"1,566,000",0.0%,"40,024,900",359,"5,321",1,5,한국,한국,exposed film,㈜인디스토리,15세이상관람가,"다큐멘터리,액션",이일하,
255,오만,2019.9.5,"2,678,000",0.0%,"2,678,000",348,348,1,1,한국,한국,(주)백그림,(주)백그림,15세이상관람가,드라마,지일주,"지일주,박원상,김기방"
256,삽질,2019.11.14,"2,572,000",0.0%,"2,572,000",342,342,1,5,한국,한국,,(주)엣나인필름,12세이상관람가,다큐멘터리,김병기,"이명박,김종술,김병기"
257,MSFF2019 절대악몽 1,,"2,032,500",0.0%,"2,032,500",340,340,1,2,한국,한국,,,,공포(호러),,
258,[KQFF] 국내단편1:우당탕탕 퀴어들,,"2,672,000",0.0%,"2,672,000",334,334,1,2,한국,한국,,,,드라마,,
259,앵커,,"1,992,000",0.0%,"2,055,000",332,345,1,2,한국,한국,씨네마캣 픽쳐스,,15세이상관람가,드라마,최정민,박수연
260,시집가는 날,1957.2.11,"658,000",0.0%,"2,502,000",329,"1,816",1,10,한국,한국,,,,"가족,드라마",이병일,조미령
261,우리들,2016.6.16,"2,473,154",0.0%,"374,105,614",326,"50,450",1,6,한국,한국,(주)아토,(주)엣나인필름,전체관람가,드라마,윤가은,"최수인,설혜인,이서연,박혜진,안정우,전석민,주재윤,최승혁,장혜진,손석배"
