movieCd,movieNm,moviePartNm,peopleCd,peopleNm,sex
20141583,그들이 죽었다,감독,20177441,백재호,남자
20141583,그들이 죽었다,배우,20177441,백재호,남자
20141583,그들이 죽었다,제작,20177441,백재호,남자
20141583,그들이 죽었다,시나리오(각본),20177441,백재호,남자
20141583,그들이 죽었다,투자,20177441,백재호,남자
20141583,그들이 죽었다,촬영,20177441,백재호,남자
20141583,그들이 죽었다,편집,20177441,백재호,남자
20159650,사랑에도 저작권이 있나요?,배우,20177441,백재호,남자
20140191,플랑크 상수,배우,20177441,백재호,남자
20140191,플랑크 상수,라인프로듀서,20177441,백재호,남자
20138221,산타바바라,프로듀서,20177441,백재호,남자
20137526,그 강아지 그 고양이,배우,20177441,백재호,남자
20136414,고양이 소녀,배우,20177441,백재호,남자
20135898,별일아니다,배우,20177441,백재호,남자
20135898,별일아니다,제작,20177441,백재호,남자
20135898,별일아니다,촬영,20177441,백재호,남자
20125343,캠퍼스 S 커플,배우,20177441,백재호,남자
20181308,캣데이 애프터눈,프로듀서,20177441,백재호,남자
20158795,해에게서 소년에게,감독,10043558,안슬기,남자
20158795,해에게서 소년에게,배우,10043558,안슬기,남자
20158795,해에게서 소년에게,배우,10043558,안슬기,남자
20158795,해에게서 소년에게,배우,10043558,안슬기,남자
20158795,해에게서 소년에게,각색,10043558,안슬기,남자
20081525,지구에서 사는 법,감독,10043558,안슬기,남자
20081525,지구에서 사는 법,배우,10043558,안슬기,남자
20081525,지구에서 사는 법,편집,10043558,안슬기,남자
20081525,지구에서 사는 법,시나리오(각본),10043558,안슬기,남자
20090264,"바다 쪽으로, 한 뼘 더",배우,10043558,안슬기,남자
20070591,나의 노래는,감독,10043558,안슬기,남자
20070591,나의 노래는,배우,10043558,안슬기,남자
20070591,나의 노래는,시나리오(각본),10043558,안슬기,남자
20070591,나의 노래는,편집,10043558,안슬기,남자
20070591,나의 노래는,투자,10043558,안슬기,남자
20050316,다섯은 너무 많아,감독,10043558,안슬기,남자
20050316,다섯은 너무 많아,시나리오(각본),10043558,안슬기,남자
20050316,다섯은 너무 많아,편집,10043558,안슬기,남자
20040762,마이 제너레이션,배우,10043558,안슬기,남자
20122845,가물치,배우,10043558,안슬기,남자
20147196,플래시백,감독,10043558,안슬기,남자
20123010,닭쳐,배우,10043558,안슬기,남자
20038542,결혼 이야기,감독,10043558,안슬기,남자
20126929,내안의 영화,감독,10043558,안슬기,남자
20160477,나의 연기 워크샵,감독,10043363,안선경,여자
20160477,나의 연기 워크샵,시나리오(각본),10043363,안선경,여자
20160477,나의 연기 워크샵,편집,10043363,안선경,여자
20160477,나의 연기 워크샵,기획,10043363,안선경,여자
20132801,파스카,감독,10043363,안선경,여자
20132801,파스카,시나리오(각본),10043363,안선경,여자
20090155,귀향,감독,10043363,안선경,여자
20090155,귀향,시나리오(각본),10043363,안선경,여자
20080428,유령 소나타,감독,10043363,안선경,여자
20080428,유령 소나타,편집,10043363,안선경,여자
20080428,유령 소나타,시나리오(각본),10043363,안선경,여자
20120241,고양이 시간,감독,10043363,안선경,여자
20060487,열애기,감독,10043363,안선경,여자
20060487,열애기,아트디렉터,10043363,안선경,여자
20060487,열애기,시나리오(각본),10043363,안선경,여자
20152368,인 허 플레이스,감독,20212728,알버트 신,남자
20152368,인 허 플레이스,편집,20212728,알버트 신,남자
20152368,인 허 플레이스,프로듀서,20212728,알버트 신,남자
20152368,인 허 플레이스,시나리오(각본),20212728,알버트 신,남자
20186649,라이브 하드,감독,20183861,황욱,남자
20143252,개: dog eat dog,감독,20183861,황욱,남자
20143252,개: dog eat dog,시나리오(각본),20183861,황욱,남자
20120105,누구나 제 명에 죽고 싶다,연출팀,20183861,황욱,남자
20167833,라이브 클럽 그레이하운드,감독,20183861,황욱,남자
20143252,개: dog eat dog,감독,20154667,박민우,남자
20143252,개: dog eat dog,편집,20154667,박민우,남자
20134594,두근두근 내 인생,연출팀,20154667,박민우,남자
20134582,소원,연출팀,20154667,박민우,남자
20124082,미스터 고,연출팀,20154667,박민우,남자
20113743,댄싱퀸,연출팀,20154667,박민우,남자
20113381,오싹한 연애,연출팀,20154667,박민우,남자
20119341,아이들...,연출팀,20154667,박민우,남자
20100329,그랑프리,배우,20154667,박민우,남자
20100329,그랑프리,연출팀,20154667,박민우,남자
20081369,슬리핑 뷰티,연출팀,20154667,박민우,남자
20196774,바람의 언덕,감독,20191486,박석영,남자
20164643,재꽃,감독,20191486,박석영,남자
20164643,재꽃,시나리오(각본),20191486,박석영,남자
20164643,재꽃,작사/작곡/편곡,20191486,박석영,남자
20155391,스틸 플라워,감독,20191486,박석영,남자
20155391,스틸 플라워,시나리오(각본),20191486,박석영,남자
20141611,들꽃,감독,20191486,박석영,남자
20141611,들꽃,시나리오(각본),20191486,박석영,남자
20122235,찡찡 막막,촬영,20191486,박석영,남자
20159870,연옥: 멜로드라마,감독,20191486,박석영,남자
20100055,뭘 또 그렇게까지,배우,20191486,박석영,남자
20100055,뭘 또 그렇게까지,조감독,20191486,박석영,남자
20133667,폴라로이드,감독,10069221,주호성,남자
20133667,폴라로이드,배우,10069221,주호성,남자
20133667,폴라로이드,제작,10069221,주호성,남자
20090670,하늘과 바다,프로듀서,10069221,주호성,남자
19980034,찜,배우,10069221,주호성,남자
19860048,심형래의 탐정큐,배우,10069221,주호성,남자
19840068,각설이 품바타령,배우,10069221,주호성,남자
20171885,노트르담 드 파리,감독,20110332,정성복,남자
20163107,아더왕의 전설,감독,20110332,정성복,남자
20167830,마술피리,감독,20110332,정성복,남자
20157176,오디세오,감독,20110332,정성복,남자
20161692,마술피리,감독,20110332,정성복,남자
20161693,명성황후,감독,20110332,정성복,남자
20144781,메피스토,감독,20110332,정성복,남자
20149357,호두까기 인형,감독,20110332,정성복,남자
20140121,"1789, 바스티유의 연인들",감독,20110332,정성복,남자
20140121,"1789, 바스티유의 연인들",프로듀서,20110332,정성복,남자
20113151,모차르트 락 오페라,감독,20110332,정성복,남자
20101286,2AM SHOW,감독,20110332,정성복,남자
20100995,라이브 인 3D 휘성 : 잇츠 리얼,감독,20110332,정성복,남자
20100995,라이브 인 3D 휘성 : 잇츠 리얼,프로듀서,20110332,정성복,남자
20159002,서태지밴드 콘서트투어 '콰이어트나이트',감독,10035656,서태지,남자
20159002,서태지밴드 콘서트투어 '콰이어트나이트',배우,10035656,서태지,남자
20138125,이티피 페스티벌 08X09 서태지,감독,10035656,서태지,남자
20138125,이티피 페스티벌 08X09 서태지,배우,10035656,서태지,남자
20128626,서태지 8집: 398일의 기록,감독,10035656,서태지,남자
20128626,서태지 8집: 398일의 기록,배우,10035656,서태지,남자
20128626,서태지 8집: 398일의 기록,제작,10035656,서태지,남자
20112206,서태지 모아이 : 더 필름,감독,10035656,서태지,남자
20112206,서태지 모아이 : 더 필름,배우,10035656,서태지,남자
20100266,서태지밴드 라이브 투어 <더 뫼비우스>,감독,10035656,서태지,남자
20100266,서태지밴드 라이브 투어 <더 뫼비우스>,프로듀서,10035656,서태지,남자
20100266,서태지밴드 라이브 투어 <더 뫼비우스>,시나리오(각본),10035656,서태지,남자
20100985,2008 서태지 심포니 앙코르,감독,10035656,서태지,남자
20100030,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,감독,10035656,서태지,남자
20100030,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,배우,10035656,서태지,남자
20100030,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,시나리오(각본),10035656,서태지,남자
20100030,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,프로듀서,10035656,서태지,남자
20110238,2004 서태지 라이브 투어 제로,감독,10035656,서태지,남자
20110238,2004 서태지 라이브 투어 제로,배우,10035656,서태지,남자
20020060,이것은 서태지가 아니다!,배우,10035656,서태지,남자
20122582,2000-2001 서태지밴드 라이브 콘서트 ‘태지의 화’ ,감독,10035656,서태지,남자
20122584,서태지와 아이들 ’93 마지막 축제,감독,10035656,서태지,남자
20122583,서태지와 아이들 ’95 다른 하늘이 열리고,감독,10035656,서태지,남자
20125648,코인라커,감독,10006076,김태경,남자
20125648,코인라커,시나리오(각본),10006076,김태경,남자
20060234,"두뇌유희프로젝트, 퍼즐",감독,10006076,김태경,남자
20060234,"두뇌유희프로젝트, 퍼즐",시나리오(각본),10006076,김태경,남자
20156353,설지,감독,10029350,박진순,남자
20156353,설지,시나리오(각본),10029350,박진순,남자
20156353,설지,각색,10029350,박진순,남자
20147987,"씨, 베토벤",감독,10029350,박진순,남자
20060138,강적,조감독,10029350,박진순,남자
20030086,맛있는 섹스 그리고 사랑,연출팀,10029350,박진순,남자
20176233,잘 왔다. 우리 같이 살자,감독,10035368,서동일,남자
20143726,명령불복종 교사,감독,10035368,서동일,남자
20143726,명령불복종 교사,편집,10035368,서동일,남자
20143726,명령불복종 교사,촬영,10035368,서동일,남자
20136069,두물머리,감독,10035368,서동일,남자
20136069,두물머리,프로듀서,10035368,서동일,남자
20136069,두물머리,시나리오(각본),10035368,서동일,남자
20080049,작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,감독,10035368,서동일,남자
20080049,작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,편집,10035368,서동일,남자
20080049,작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,촬영,10035368,서동일,남자
20080049,작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,시나리오(각본),10035368,서동일,남자
20080049,작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,프로듀서,10035368,서동일,남자
20061270,핑크 팰리스,감독,10035368,서동일,남자
20061270,핑크 팰리스,편집,10035368,서동일,남자
20061270,핑크 팰리스,촬영,10035368,서동일,남자
20061270,핑크 팰리스,시나리오(각본),10035368,서동일,남자
20110666,네가 알리있나?,음악,10035368,서동일,남자
20182908,노래방 : 화끈한 여자들,시나리오(각본),20208746,기대호,남자
20184381,여친 언니,시나리오(각본),20208746,기대호,남자
20184586,룸싸롱 맛있는 서비스,시나리오(각본),20208746,기대호,남자
20186925,신혼부부의 성생활,시나리오(각본),20208746,기대호,남자
20186881,친구엄마들,시나리오(각본),20208746,기대호,남자
20183207,하숙집 여자들,시나리오(각본),20208746,기대호,남자
20182723,아내의 애인 2,시나리오(각본),20208746,기대호,남자
20182583,정사 : 아내의 친구,시나리오(각본),20208746,기대호,남자
20181799,새오빠2,시나리오(각본),20208746,기대호,남자
20181401,룸싸롱 여대생들,시나리오(각본),20208746,기대호,남자
20182445,착한 엄마 2,시나리오(각본),20208746,기대호,남자
20182382,바람난 여자들2,시나리오(각본),20208746,기대호,남자
20189742,사촌 누나,시나리오(각본),20208746,기대호,남자
20179344,불륜 동창회,시나리오(각본),20208746,기대호,남자
20177883,비뇨기과 여의사들,시나리오(각본),20208746,기대호,남자
20177911,미용실 : 특별한 서비스 2,시나리오(각본),20208746,기대호,남자
20172883,내 아내의 언니 2,시나리오(각본),20208746,기대호,남자
20174123,외출 2,시나리오(각본),20208746,기대호,남자
20175128,내 학생의 엄마 2,시나리오(각본),20208746,기대호,남자
20172962,착한 형수 2,시나리오(각본),20208746,기대호,남자
20172866,여자들 : 섹스의 만족도,시나리오(각본),20208746,기대호,남자
20170025,정사 : 친구의 엄마,시나리오(각본),20208746,기대호,남자
20178221,착한 엄마 친구,시나리오(각본),20208746,기대호,남자
20176621,착한 형수 무삭제,감독,20208746,기대호,남자
20179521,친구부부 : 욕망의 스와핑,프로듀서,20208746,기대호,남자
20168752,내 학생의 엄마 무삭제판,감독,20208746,기대호,남자
20165968,바람난 여자들 무삭제판,감독,20208746,기대호,남자
20160941,착한 형수,감독,20208746,기대호,남자
20160941,착한 형수,제작,20208746,기대호,남자
20160941,착한 형수,기획,20208746,기대호,남자
20166130,내 학생의 엄마,감독,20208746,기대호,남자
20165423,바람난 여자들,감독,20208746,기대호,남자
20165344,주말부부,감독,20208746,기대호,남자
20163121,이웃동서,감독,20208746,기대호,남자
20154941,외출 무삭제,감독,20208746,기대호,남자
20150601,외출,감독,20208746,기대호,남자
20158504,맛있는 택배,감독,20208746,기대호,남자
20152182,무서운 집,감독,10046918,양병간,남자
20152182,무서운 집,배우,10046918,양병간,남자
20152182,무서운 집,시나리오(각본),10046918,양병간,남자
20152182,무서운 집,광고디자인,10046918,양병간,남자
20152182,무서운 집,기획,10046918,양병간,남자
20152182,무서운 집,동시녹음,10046918,양병간,남자
20152182,무서운 집,제작,10046918,양병간,남자
20152182,무서운 집,조명,10046918,양병간,남자
20152182,무서운 집,촬영,10046918,양병간,남자
20152182,무서운 집,편집,10046918,양병간,남자
20152182,무서운 집,DI팀,10046918,양병간,남자
19940003,태양 속의 남자,감독,10046918,양병간,남자
19930022,무엇에 쓰는 물건인고,감독,10046918,양병간,남자
19930022,무엇에 쓰는 물건인고,시나리오(각본),10046918,양병간,남자
19850071,피조개 뭍에 오르다,감독,10046918,양병간,남자
20138314,후쿠시마의 미래,감독,20178633,이홍기,남자
20138314,후쿠시마의 미래,촬영,20178633,이홍기,남자
20138314,후쿠시마의 미래,편집,20178633,이홍기,남자
20132804,순천,감독,20178633,이홍기,남자
20150941,악인은 살아 있다,감독,10006480,김회근,남자
20150941,악인은 살아 있다,시나리오(각본),10006480,김회근,남자
20113333,악인은 너무 많다,감독,10006480,김회근,남자
20113333,악인은 너무 많다,시나리오(각본),10006480,김회근,남자
20090496,핑크 토끼,감독,10006480,김회근,남자
20090496,핑크 토끼,시나리오(각본),10006480,김회근,남자
20060137,비열한 거리,연출팀,10006480,김회근,남자
20050013,잠복근무,배우,10006480,김회근,남자
20038556,갈치,감독,10006480,김회근,남자
20125246,부곡 하와이,감독,20127490,하강훈,남자
20125246,부곡 하와이,제작,20127490,하강훈,남자
20197441,재혼의 기술,감독,10065915,조성규,남자
20197441,재혼의 기술,시나리오(각본),10065915,조성규,남자
20193017,발광하는 현대사,감독,10065915,조성규,남자
20193017,발광하는 현대사,시나리오(각본),10065915,조성규,남자
20181142,늦여름,감독,10065915,조성규,남자
20181142,늦여름,시나리오(각본),10065915,조성규,남자
20186646,딥,감독,10065915,조성규,남자
20186646,딥,배우,10065915,조성규,남자
20186646,딥,시나리오(각본),10065915,조성규,남자
20186646,딥,특수촬영,10065915,조성규,남자
20183097,각자의 미식,감독,10065915,조성규,남자
20183097,각자의 미식,시나리오(각본),10065915,조성규,남자
20179263,게스트하우스,감독,10065915,조성규,남자
20179263,게스트하우스,감독,10065915,조성규,남자
20179263,게스트하우스,시나리오(각본),10065915,조성규,남자
20179263,게스트하우스,시나리오(각본),10065915,조성규,남자
20174199,실종2,감독,10065915,조성규,남자
20174199,실종2,시나리오(각본),10065915,조성규,남자
20166128,어떻게 헤어질까,감독,10065915,조성규,남자
20166128,어떻게 헤어질까,배우,10065915,조성규,남자
20166128,어떻게 헤어질까,시나리오(각본),10065915,조성규,남자
20155335,두 개의 연애,감독,10065915,조성규,남자
20155335,두 개의 연애,시나리오(각본),10065915,조성규,남자
20153307,어떤이의 꿈,감독,10065915,조성규,남자
20153307,어떤이의 꿈,시나리오(각본),10065915,조성규,남자
20153307,어떤이의 꿈,음악,10065915,조성규,남자
20140191,플랑크 상수,감독,10065915,조성규,남자
20140191,플랑크 상수,시나리오(각본),10065915,조성규,남자
20140191,플랑크 상수,프로듀서,10065915,조성규,남자
20140191,플랑크 상수,음악,10065915,조성규,남자
20140191,플랑크 상수,광고디자인,10065915,조성규,남자
20138221,산타바바라,감독,10065915,조성규,남자
20138221,산타바바라,시나리오(각본),10065915,조성규,남자
20120107,내가 고백을 하면,감독,10065915,조성규,남자
20120107,내가 고백을 하면,시나리오(각본),10065915,조성규,남자
20120107,내가 고백을 하면,제작,10065915,조성규,남자
20126624,설마 그럴리가 없어,감독,10065915,조성규,남자
20126624,설마 그럴리가 없어,배우,10065915,조성규,남자
20126624,설마 그럴리가 없어,시나리오(각본),10065915,조성규,남자
20119997,모피를 입은 비너스,투자,10065915,조성규,남자
20101039,돌이킬 수 없는,투자,10065915,조성규,남자
20101066,맛있는 인생,감독,10065915,조성규,남자
20101066,맛있는 인생,배우,10065915,조성규,남자
20101066,맛있는 인생,시나리오(각본),10065915,조성규,남자
20101066,맛있는 인생,제작,10065915,조성규,남자
20090947,집 나온 남자들,투자,10065915,조성규,남자
20090947,집 나온 남자들,제작,10065915,조성규,남자
20100034,채식주의자,투자,10065915,조성규,남자
20090862,여배우들,투자,10065915,조성규,남자
20090669,집행자,투자,10065915,조성규,남자
20090669,집행자,제작,10065915,조성규,남자
20090581,부산,투자,10065915,조성규,남자
20090510,이태원 살인사건,투자,10065915,조성규,남자
20090389,10억,스토리,10065915,조성규,남자
20090389,10억,제작,10065915,조성규,남자
20090297,거북이 달린다,투자,10065915,조성규,남자
20090022,키친,투자,10065915,조성규,남자
20090067,오이시맨,프로듀서,10065915,조성규,남자
20090067,오이시맨,제작,10065915,조성규,남자
20081718,로맨틱 아일랜드,투자,10065915,조성규,남자
20071053,이리,제작,10065915,조성규,남자
20080887,비몽,제작,10065915,조성규,남자
20081002,멋진 하루,제작,10065915,조성규,남자
20081243,영화는 영화다,제작,10065915,조성규,남자
20080050,아름답다,제작,10065915,조성규,남자
20081570,중경,투자,10065915,조성규,남자
20070302,별빛 속으로,기획,10065915,조성규,남자
20070302,별빛 속으로,제작,10065915,조성규,남자
20070114,열세살 수아,제작,10065915,조성규,남자
20060344,아주 특별한 손님,투자,10065915,조성규,남자
20050357,"온 더 로드, 투",제작,10065915,조성규,남자
20050224,거칠마루,프로듀서,10065915,조성규,남자
20050299,라스트 씬,기획진행,10065915,조성규,남자
20020278,"화장실, 어디에요?",제작,10065915,조성규,남자
20119973,아름답다,제작,10065915,조성규,남자
20081420,도쿄!,프로듀서,10065915,조성규,남자
20185361,두번할까요,감독,10028999,박용집,남자
20185361,두번할까요,시나리오(각본),10028999,박용집,남자
20149299,파일 : 4022일의 사육,감독,10028999,박용집,남자
20149299,파일 : 4022일의 사육,각색,10028999,박용집,남자
20140248,황구,감독,10028999,박용집,남자
20140248,황구,각색,10028999,박용집,남자
20090892,웨딩드레스,각색,10028999,박용집,남자
20070640,용의주도 미스신,감독,10028999,박용집,남자
20070640,용의주도 미스신,각색,10028999,박용집,남자
20040488,아라한 장풍대작전,조감독,10028999,박용집,남자
20030005,블루,스토리,10028999,박용집,남자
20020264,2424,배우,10028999,박용집,남자
20020264,2424,조감독,10028999,박용집,남자
20190482,좋은 여자,감독,10061231,전규환,남자
20179603,숲속의 부부,감독,10061231,전규환,남자
20179603,숲속의 부부,시나리오(각본),10061231,전규환,남자
20152265,성난 화가 - 무삭제판,감독,10061231,전규환,남자
20152265,성난 화가 - 무삭제판,시나리오(각본),10061231,전규환,남자
20139801,성난 화가,감독,10061231,전규환,남자
20139801,성난 화가,시나리오(각본),10061231,전규환,남자
20133922,마이 보이,감독,10061231,전규환,남자
20133922,마이 보이,시나리오(각본),10061231,전규환,남자
20124059,무게,감독,10061231,전규환,남자
20124059,무게,시나리오(각본),10061231,전규환,남자
20128689,소리 없는 남자,감독,10061231,전규환,남자
20128689,소리 없는 남자,시나리오(각본),10061231,전규환,남자
20111087,불륜의 시대,감독,10061231,전규환,남자
20111087,불륜의 시대,시나리오(각본),10061231,전규환,남자
20101195,댄스타운,감독,10061231,전규환,남자
20101195,댄스타운,시나리오(각본),10061231,전규환,남자
20100043,애니멀 타운,감독,10061231,전규환,남자
20100043,애니멀 타운,시나리오(각본),10061231,전규환,남자
20119542,모차르트 타운,감독,10061231,전규환,남자
20119542,모차르트 타운,시나리오(각본),10061231,전규환,남자
20155042,젊은 처제,감독,20215786,이세종,남자
20148634,디렉터스 컷,감독,20111118,박준범,남자
20148634,디렉터스 컷,시나리오(각본),20111118,박준범,남자
20148634,디렉터스 컷,편집,20111118,박준범,남자
20070588,도다리 - 리덕스,감독,20111118,박준범,남자
20070588,도다리 - 리덕스,편집,20111118,박준범,남자
20070588,도다리 - 리덕스,시나리오(각본),20111118,박준범,남자
20081653,내 마음에 불꽃이 있어,사운드,20111118,박준범,남자
20081653,내 마음에 불꽃이 있어,제작,20111118,박준범,남자
20119481,메이드인 부산 작가전,감독,20111118,박준범,남자
20156709,맛있는 비행,감독,20299569,전병철,남자
20175942,아내의 동영상,감독,20125414,강명진,남자
20159686,색끈한 퓨전사극 심청야사,감독,20125414,강명진,남자
20159686,색끈한 퓨전사극 심청야사,각색,20125414,강명진,남자
20157147,힙스터: 안개의 덫,감독,20125414,강명진,남자
20158721,공사중,감독,20125414,강명진,남자
20133661,소원택시,프로듀서,20125414,강명진,남자
20040739,신암행어사,홍보/마케팅 진행,20125414,강명진,남자
20141703,불안한 외출,감독,20173380,김철민,남자
20141703,불안한 외출,촬영,20173380,김철민,남자
20141703,불안한 외출,시나리오(각본),20173380,김철민,남자
20141703,불안한 외출,제작,20173380,김철민,남자
20141703,불안한 외출,기타,20173380,김철민,남자
20141703,불안한 외출,편집,20173380,김철민,남자
20124925,걸음의 이유,감독,20173380,김철민,남자
20158385,착한 처제,감독,20186360,강훈,남자
20138161,야관문: 욕망의 꽃,기획,20186360,강훈,남자
20155926,몽골리안 프린세스,감독,20120321,정단우,남자
20155926,몽골리안 프린세스,배우,20120321,정단우,남자
20155926,몽골리안 프린세스,시나리오(각본),20120321,정단우,남자
20155926,몽골리안 프린세스,작사/작곡/편곡,20120321,정단우,남자
20128326,어 맨스 월드,배우,20120321,정단우,남자
20192191,막내 형수 - 무삭제판,감독,20223066,최우성,남자
20195562,사돈 처녀 2,감독,20223066,최우성,남자
20192148,음란 과외 2 - 무삭제판,감독,20223066,최우성,남자
20193742,관전남,감독,20223066,최우성,남자
20191405,막내 형수,감독,20223066,최우성,남자
20190502,음란 과외 2,감독,20223066,최우성,남자
20191247,엄마 애인 2 - 무삭제판,감독,20223066,최우성,남자
20197985,엄마 애인 2,감독,20223066,최우성,남자
20193670,관전남 - 무삭제판,감독,20223066,최우성,남자
20197151,어린 형수 4-무삭제판,감독,20223066,최우성,남자
20198644,초대녀 2 - 무삭제판,감독,20223066,최우성,남자
20184763,어린 형수 4,감독,20223066,최우성,남자
20184578,초대녀 2,감독,20223066,최우성,남자
20185841,초대녀 - 무삭제판,감독,20223066,최우성,남자
20183522,어린 처제 - 무삭제판,감독,20223066,최우성,남자
20184081,초대녀,감독,20223066,최우성,남자
20185622,여직원의 맛,감독,20223066,최우성,남자
20181984,어린 처제,감독,20223066,최우성,남자
20183521,어린 처제 - 무삭제판,감독,20223066,최우성,남자
20176970,어린 형수 3 - 무삭제판 ,감독,20223066,최우성,남자
20175403,어린 형수 3,감독,20223066,최우성,남자
20174581,아내를 바꾸다,연출팀,20223066,최우성,남자
20168781,딸의 친구 - 무삭제판,감독,20223066,최우성,남자
20179002,일본 엄마,조감독,20223066,최우성,남자
20168758,딸의 친구,감독,20223066,최우성,남자
20178921,유혹,감독,20223066,최우성,남자
20168246,음란 선비 - 무삭제판,감독,20223066,최우성,남자
20165925,음란 과외 - 무삭제판,감독,20223066,최우성,남자
20167784,음란 선비,감독,20223066,최우성,남자
20165832,음란 과외,감독,20223066,최우성,남자
20164390,맛 2016: 삼시색기- 무삭제판,감독,20223066,최우성,남자
20164268,맛 2016: 삼시색기,감독,20223066,최우성,남자
20161569,새엄마,연출팀,20223066,최우성,남자
20160876,어린 형수 - 무삭제판,감독,20223066,최우성,남자
20160875,어린 형수,감독,20223066,최우성,남자
20160710,외도(무삭제판),감독,20223066,최우성,남자
20166441,외도,감독,20223066,최우성,남자
20164741,동호회의 목적,연출팀,20223066,최우성,남자
20161584,야한 누나들,감독,20223066,최우성,남자
20161904,용주골-무삭제판,감독,20223066,최우성,남자
20158806,용주골,감독,20223066,최우성,남자
20129087,솔루션,감독,10004500,김선,남자
20126005,코메디: 다 웃자고 하는 얘기,감독,10004500,김선,남자
20101244,자가당착: 시대정신과 현실참여,감독,10004500,김선,남자
20101244,자가당착: 시대정신과 현실참여,시나리오(각본),10004500,김선,남자
20101244,자가당착: 시대정신과 현실참여,프로듀서,10004500,김선,남자
20101244,자가당착: 시대정신과 현실참여,편집,10004500,김선,남자
20101244,자가당착: 시대정신과 현실참여,촬영,10004500,김선,남자
20110233,화이트: 저주의 멜로디,감독,10004500,김선,남자
20110233,화이트: 저주의 멜로디,시나리오(각본),10004500,김선,남자
20100793,방독피,감독,10004500,김선,남자
20100793,방독피,시나리오(각본),10004500,김선,남자
20090054,고갈,편집,10004500,김선,남자
20090054,고갈,제작,10004500,김선,남자
20090054,고갈,현상팀,10004500,김선,남자
20090054,고갈,네가편집,10004500,김선,남자
20070552,은하해방전선,배우,10004500,김선,남자
20072072,뇌절개술,감독,10004500,김선,남자
20072072,뇌절개술,투자,10004500,김선,남자
20072072,뇌절개술,편집,10004500,김선,남자
20072072,뇌절개술,시나리오(각본),10004500,김선,남자
20031178,"자본당 선언: 만국의 노동자여, 축적하라!",감독,10004500,김선,남자
20031290,중산층 가정의 대재앙,배우,10004500,김선,남자
20164341,시간의식,감독,10004500,김선,남자
20137644,철의 여인,감독,10004500,김선,남자
20137644,철의 여인,시나리오(각본),10004500,김선,남자
20137644,철의 여인,촬영,10004500,김선,남자
20137644,철의 여인,편집,10004500,김선,남자
20111751,임계밀도,감독,10004500,김선,남자
20080816,자살변주,감독,10004500,김선,남자
20080816,자살변주,투자,10004500,김선,남자
20110010,Bomb! Bomb! Bomb!,감독,10004500,김선,남자
20110010,Bomb! Bomb! Bomb!,편집,10004500,김선,남자
20110010,Bomb! Bomb! Bomb!,시나리오(각본),10004500,김선,남자
20060599,빛과 계급 ,감독,10004500,김선,남자
20158242,무서운 이야기 3 : 화성에서 온 소녀,감독,10004500,김선,남자
20158242,무서운 이야기 3 : 화성에서 온 소녀,시나리오(각본),10004500,김선,남자
20164148,"[인디포럼2016] 기획전01 김곡, 김선 특별전",감독,10004500,김선,남자
20164154,"[인디포럼2016] 기획전04 디지털, 눈을 뜨다 ",감독,10004500,김선,남자
20164155,"[인디포럼2016] 기획전04 디지털, 눈을 뜨다 ",감독,10004500,김선,남자
20124349,무서운 이야기,감독,10004500,김선,남자
20060355,세번째 시선,감독,10004500,김선,남자
20162718,무서운 이야기 3 '로드레이지',감독,10004500,김선,남자
20134227,무서운 이야기 '앰뷸런스',감독,10004500,김선,남자
20134227,무서운 이야기 '앰뷸런스',시나리오(각본),10004500,김선,남자
20159224,혜경궁 홍씨,감독,10060127,장동홍,남자
20100119,이웃집 남자,감독,10060127,장동홍,남자
19980002,크리스마스에 눈이 내리면,감독,10060127,장동홍,남자
19908057,파업전야,감독,10060127,장동홍,남자
20143753,비치하트애솔,감독,10054989,이난,남자
20143753,비치하트애솔,시나리오(각본),10054989,이난,남자
20038634,기억의 환,감독,10054989,이난,남자
20028581,"7AM,슬로울리;oppositepage",감독,10054989,이난,남자
20028581,"7AM,슬로울리;oppositepage",아트디렉터,10054989,이난,남자
20028581,"7AM,슬로울리;oppositepage",조명,10054989,이난,남자
20028581,"7AM,슬로울리;oppositepage",촬영,10054989,이난,남자
20123393,스윙 다이어리,감독,10054989,이난,남자
20123393,스윙 다이어리,배우,10054989,이난,남자
20149139,인디포럼2014 필름2,감독,10054989,이난,남자
20135915,서울연애,프로듀서,10054989,이난,남자
20101233,평범한 날들,감독,10054989,이난,남자
20101233,평범한 날들,시나리오(각본),10054989,이난,남자
20137068,AMONG ,감독,10054989,이난,남자
20137067,BETWEEN ,감독,10054989,이난,남자
20137069,DISTANCE,감독,10054989,이난,남자
20166441,외도,시나리오(각본),20216886,최율권희,
20161324,위험한 중독 무삭제판,감독,20216886,최율권희,
20150666,위험한 중독,감독,20216886,최율권희,
20150666,위험한 중독,각색,20216886,최율권희,
20158463,포장마차-무삭제판,감독,20216886,최율권희,
20155845,포장마차,감독,20216886,최율권희,
