순위,영화명,개봉일,상영횟수,상영점유율,매출액,누적매출액,관객수,누적관객수
3,레드슈즈,2019-07-25,932,6.699%,186428380,4481267240,25542,576873
4,나랏말싸미,2019-07-24,312,2.243%,31618630,7730590053,4325,939567
5,기생충,2019-05-30,95,0.683%,14300340,85753890755,1785,10069562
6,굿바이 썸머,2019-07-25,26,0.187%,527000,38363770,81,4674
7,봉오동 전투,2019-08-07,21,0.151%,38033800,165402120,3261,18403
8,기방도령,2019-07-10,9,0.065%,6682000,2314860190,769,285125
8,교회오빠,2019-05-16,9,0.065%,367200,827972210,49,103708
10,한낮의 피크닉,2019-07-04,8,0.058%,458000,21747310,55,2949
11,에움길,2019-06-20,6,0.043%,86000,58927000,23,7221
12,김복동,2019-08-08,5,0.036%,7362000,29451200,1056,3622
13,소림천하,1978-11-04,4,0.029%,304000,304000,152,152
13,강화도령,,4,0.029%,854000,6704000,427,3352
13,아픈 만큼 사랑한다,2019-04-03,4,0.029%,566000,111119600,113,15825
16,김군,2019-05-23,3,0.022%,43000,122534490,5,16576
16,1919 유관순,2019-03-14,3,0.022%,2314000,502965410,342,60912
16,보희와 녹양,2019-05-29,3,0.022%,143000,45115900,16,5701
16,진범,2019-07-10,3,0.022%,3431000,1430365000,382,168119
20,동경,2019-08-01,2,0.014%,6000,33000,3,14
20,별의 정원,2019-07-04,2,0.014%,6000,92087800,1,13268
20,"안녕, 티라노: 영원히, 함께",2019-08-14,2,0.014%,1450000,55128000,158,6812
23,동명이인 프로젝트 시즌2,2019-07-04,1,0.007%,6000,782500,2,97
23,라스트 씬,,1,0.007%,0,841000,0,130
23,앨리스 죽이기,2019-08-08,1,0.007%,846000,6915000,94,850
23,조건엄마 슈가맘 무삭제판,2019-08-06,1,0.007%,1000,1000,1,1
23,브링 더 소울 : 더 무비,2019-08-07,1,0.007%,72000,5022000,8,458
23,옆집 친구 엄마,2019-08-06,1,0.007%,6000,6000,1,1
23,나만 없어 고양이,2019-08-22,1,0.007%,1386000,1386000,154,154
1,엑시트,2019-07-31,6267,37.453%,2470703740,33561557255,306144,4053065
2,봉오동 전투,2019-08-07,5801,34.668%,2641100940,2806503060,333867,352270
3,브링 더 소울 : 더 무비,2019-08-07,1960,11.713%,887162760,892184760,109242,109700
4,사자,2019-07-31,1870,11.176%,305501790,10970474025,37385,1384056
5,레드슈즈,2019-07-25,402,2.402%,105209380,4586476620,14345,591218
6,캐리tv 러브콘서트 더 무비,2019-08-07,230,1.375%,28583100,33367100,3838,4436
7,기생충,2019-05-30,65,0.388%,9854340,85763745095,1218,10070780
8,나랏말싸미,2019-07-24,54,0.323%,13582480,7744172533,1796,941363
9,굿바이 썸머,2019-07-25,23,0.137%,449500,38813270,67,4741
10,한낮의 피크닉,2019-07-04,11,0.066%,226000,21973310,32,2981
11,교회오빠,2019-05-16,8,0.048%,272000,828244210,36,103744
11,김복동,2019-08-08,8,0.048%,8883480,38334680,968,4590
13,기방도령,2019-07-10,6,0.036%,536000,2315396190,82,285207
14,에움길,2019-06-20,4,0.024%,32000,58959000,6,7227
14,소림천하,1978-11-04,4,0.024%,230000,534000,115,267
14,강화도령,,4,0.024%,532000,7236000,266,3618
17,동경,2019-08-01,2,0.012%,4000,37000,2,16
17,보희와 녹양,2019-05-29,2,0.012%,101000,45216900,13,5714
17,우리집,2019-08-22,2,0.012%,2026000,2026000,226,226
17,아픈 만큼 사랑한다,2019-04-03,2,0.012%,4000,111123600,2,15827
21,배심원들,2019-05-15,1,0.006%,700000,2305004090,100,288303
21,[작은영화영화제] 여성,,1,0.006%,24000,24000,24,24
21,콩쥐별전 - 전주성의 비밀,2019-07-27,1,0.006%,27000,408000,6,94
21,동명이인 프로젝트 시즌2,2019-07-04,1,0.006%,3000,785500,1,98
21,김군,2019-05-23,1,0.006%,41000,122575490,5,16581
21,뽀로로 극장판 보물섬 대모험,2019-04-25,1,0.006%,206000,5883713900,41,766305
21,사랑의 선물,2019-08-15,1,0.006%,1034000,1042000,94,95
21,"안녕, 티라노: 영원히, 함께",2019-08-14,1,0.006%,2324000,57452000,332,7144
1,엑시트,2019-07-31,6439,37.988%,2239913070,35801470325,277731,4330796
2,봉오동 전투,2019-08-07,5825,34.366%,2222870960,5029374020,276819,629089
3,사자,2019-07-31,1724,10.171%,244531010,11215005035,30093,1414149
4,브링 더 소울 : 더 무비,2019-08-07,1568,9.251%,399749280,1291934040,48821,158521
5,김복동,2019-08-08,593,3.499%,46641400,84976080,5901,10491
6,레드슈즈,2019-07-25,385,2.271%,97105090,4683581710,13389,604607
7,캐리tv 러브콘서트 더 무비,2019-08-07,220,1.298%,24580200,57947300,3398,7834
8,기생충,2019-05-30,57,0.336%,7750710,85771495805,960,10071740
9,나랏말싸미,2019-07-24,33,0.195%,16565600,7760738133,2048,943411
10,려행,2019-08-08,23,0.136%,1300700,4958700,181,704
11,첫경험 2,2019-08-08,20,0.118%,961000,961000,178,178
12,앨리스 죽이기,2019-08-08,13,0.077%,260000,7175000,36,886
13,교회오빠,2019-05-16,8,0.047%,412000,828656210,59,103803
14,암전,2019-08-15,6,0.035%,10971000,38482000,1219,4181
15,굿바이 썸머,2019-07-25,5,0.029%,62500,38875770,10,4751
15,기방도령,2019-07-10,5,0.029%,460000,2315856190,80,285287
17,1919 유관순,2019-03-14,4,0.024%,832000,503797410,236,61148
17,강화도령,,4,0.024%,464000,7700000,232,3850
19,이타미 준의 바다,2019-08-15,3,0.018%,3366000,6330000,374,674
19,아픈 만큼 사랑한다,2019-04-03,3,0.018%,21000,111144600,6,15833
21,동경,2019-08-01,2,0.012%,4000,41000,2,18
22,콩쥐별전 - 전주성의 비밀,2019-07-27,1,0.006%,53000,461000,11,105
22,단편섹션 2 (이주영 배우전),,1,0.006%,85000,85000,17,17
22,춘몽,2016-10-13,1,0.006%,55000,116370700,11,14727
22,올드마린보이,2017-11-02,1,0.006%,440000,73894800,110,10649
22,뽀로로 극장판 보물섬 대모험,2019-04-25,1,0.006%,0,5883713900,0,766305
22,롱 리브 더 킹: 목포 영웅,2019-06-19,1,0.006%,700000,9223110910,100,1093774
22,극장판 샤이닝스타:새로운 루나퀸의 탄생!,2019-07-18,1,0.006%,70000,128993700,14,15764
22,동명이인 프로젝트 시즌2,2019-07-04,1,0.006%,8500,794000,1,99
22,변신,2019-08-21,1,0.006%,3132000,3132000,348,348
22,한낮의 피크닉,2019-07-04,1,0.006%,9500,21982810,3,2984
1,엑시트,2019-07-31,6859,39.513%,2811360574,38612830899,318642,4649438
2,봉오동 전투,2019-08-07,6051,34.858%,2621104046,7650478066,297680,926769
3,사자,2019-07-31,1584,9.125%,273949530,11488954565,30661,1444810
4,브링 더 소울 : 더 무비,2019-08-07,1409,8.117%,307503520,1599437560,33775,192296
5,김복동,2019-08-08,558,3.214%,43733390,128709470,4888,15379
6,레드슈즈,2019-07-25,436,2.512%,103836000,4787417710,12900,617507
7,캐리tv 러브콘서트 더 무비,2019-08-07,197,1.135%,19799700,77747000,2495,10329
8,기생충,2019-05-30,58,0.334%,9238300,85780734105,1149,10072889
9,나랏말싸미,2019-07-24,31,0.179%,4792500,7765530633,572,943983
10,누나의 속사정,2019-07-17,20,0.115%,1183000,1184000,244,245
10,어린 엄마의 비밀,2019-07-18,20,0.115%,1183000,1184000,244,245
10,어우동과 춘향뎐,2019-08-09,20,0.115%,1183000,1184000,244,245
10,부부교환의 목적,2019-08-09,20,0.115%,109000,109000,20,20
14,앨리스 죽이기,2019-08-08,16,0.092%,325000,7500000,39,925
15,려행,2019-08-08,15,0.086%,315000,5273700,42,746
16,굿바이 썸머,2019-07-25,13,0.075%,965500,39841270,122,4873
17,공포체험단 곤지암편,2019-07-19,10,0.058%,734000,15652000,141,2974
18,교회오빠,2019-05-16,9,0.052%,484000,829140210,75,103878
19,기방도령,2019-07-10,6,0.035%,880000,2316736190,122,285409
20,한낮의 피크닉,2019-07-04,5,0.029%,68000,22050810,10,2994
20,1919 유관순,2019-03-14,5,0.029%,78000,503875410,39,61187
22,아픈 만큼 사랑한다,2019-04-03,3,0.017%,19000,111163600,4,15837
23,동경,2019-08-01,2,0.012%,4000,45000,2,20
23,에움길,2019-06-20,2,0.012%,13000,58972000,4,7231
23,암전,2019-08-15,2,0.012%,861000,39343000,123,4304
26,변신,2019-08-21,1,0.006%,864000,3996000,96,444
26,기묘한 가족,2019-02-13,1,0.006%,1008000,2120314275,126,263448
26,출장 마사지 : 특별한 서비스,2019-08-09,1,0.006%,6000,6000,1,1
26,방황의 날들,2007-09-07,1,0.006%,48000,10070500,16,2101
26,여대생출장맛사지,2019-08-09,1,0.006%,5000,5000,1,1
26,꿈의 제인,2017-05-31,1,0.006%,65000,205104700,13,25073
26,뽀로로 극장판 보물섬 대모험,2019-04-25,1,0.006%,220000,5883933900,44,766349
26,별의 정원,2019-07-04,1,0.006%,6000,92093800,1,13269
1,엑시트,2019-07-31,7541,42.504%,5284685353,43897516252,596628,5246066
2,봉오동 전투,2019-08-07,6367,35.887%,5017737807,12668215873,566524,1493293
3,사자,2019-07-31,1403,7.908%,423066150,11912020715,46308,1491118
4,브링 더 소울 : 더 무비,2019-08-07,1126,6.347%,437697210,2037134770,46544,238840
5,레드슈즈,2019-07-25,482,2.717%,190509100,4977926810,23359,640866
6,김복동,2019-08-08,478,2.694%,63357380,192066850,7148,22527
7,캐리tv 러브콘서트 더 무비,2019-08-07,170,0.958%,35263700,113010700,4313,14642
8,기생충,2019-05-30,60,0.338%,13374160,85794108265,1472,10074361
9,나랏말싸미,2019-07-24,37,0.209%,7873450,7773404083,1044,945027
10,려행,2019-08-08,14,0.079%,549800,5823500,55,801
11,공포체험단 곤지암편,2019-07-19,11,0.062%,1132500,16784500,211,3185
12,앨리스 죽이기,2019-08-08,9,0.051%,220000,7720000,34,959
13,교회오빠,2019-05-16,8,0.045%,654000,829794210,71,103949
14,굿바이 썸머,2019-07-25,7,0.039%,512500,40353770,56,4929
15,1919 유관순,2019-03-14,6,0.034%,142000,504017410,71,61258
16,에움길,2019-06-20,2,0.011%,13000,58985000,4,7235
16,아픈 만큼 사랑한다,2019-04-03,2,0.011%,11000,111174600,3,15840
16,암전,2019-08-15,2,0.011%,693000,40036000,99,4403
16,동경,2019-08-01,2,0.011%,6000,51000,3,23
20,누에치던 방,2018-01-31,1,0.006%,35000,20928300,7,2697
20,춘몽,2016-10-13,1,0.006%,45000,116415700,9,14736
20,기묘한 가족,2019-02-13,1,0.006%,600000,2120914275,75,263523
20,김군,2019-05-23,1,0.006%,14000,122589490,2,16583
20,소중한 날의 꿈,2011-06-23,1,0.006%,0,367786095,0,53225
20,동명이인 프로젝트 시즌2,2019-07-04,1,0.006%,23000,817000,7,106
20,한낮의 피크닉,2019-07-04,1,0.006%,40000,22090810,6,3000
20,어른이 되면,2018-12-13,1,0.006%,210000,44381400,42,6284
20,"오렌지필름 기획전 - 장윤미 감독의 그리고,",,1,0.006%,129000,129000,20,20
20,별의 정원,2019-07-04,1,0.006%,0,92093800,0,13269
20,보희와 녹양,2019-05-29,1,0.006%,70000,45286900,7,5721
20,단편섹션 1 (이주영 배우전),,1,0.006%,885000,885000,177,177
20,콩쥐별전 - 전주성의 비밀,2019-07-27,1,0.006%,42000,503000,9,114
20,방황의 날들,2007-09-07,1,0.006%,84000,10154500,28,2129
20,푸른 강은 흘러라,2009-10-08,1,0.006%,25000,2104000,5,390
1,엑시트,2019-07-31,7423,42.629%,4706292650,48603808902,532463,5778529
2,봉오동 전투,2019-08-07,6378,36.628%,4760704740,17428920613,539026,2032319
3,사자,2019-07-31,1301,7.471%,333960890,12245981605,36608,1527726
4,브링 더 소울 : 더 무비,2019-08-07,1024,5.881%,331711330,2368846100,35224,274064
5,레드슈즈,2019-07-25,492,2.825%,188299000,5166225810,22900,663766
6,김복동,2019-08-08,467,2.682%,60373490,252440340,6870,29397
7,캐리tv 러브콘서트 더 무비,2019-08-07,164,0.942%,34929300,147940000,4304,18946
8,기생충,2019-05-30,56,0.322%,10080660,85804188925,1135,10075496
9,나랏말싸미,2019-07-24,34,0.195%,9537980,7782942063,1046,946073
10,려행,2019-08-08,16,0.092%,467000,6290500,80,881
11,앨리스 죽이기,2019-08-08,12,0.069%,259500,7979500,38,997
12,공포체험단 곤지암편,2019-07-19,11,0.063%,501000,17285500,97,3282
13,교회오빠,2019-05-16,9,0.052%,1722500,831516710,231,104180
14,굿바이 썸머,2019-07-25,6,0.034%,204000,40557770,26,4955
15,동경,2019-08-01,2,0.011%,4000,55000,2,25
15,동명이인 프로젝트 시즌2,2019-07-04,2,0.011%,18000,835000,3,109
15,한낮의 피크닉,2019-07-04,2,0.011%,47000,22137810,11,3011
15,에움길,2019-06-20,2,0.011%,16000,59001000,3,7238
15,아픈 만큼 사랑한다,2019-04-03,2,0.011%,4000,111178600,2,15842
20,단편섹션 2 (이주영 배우전),,1,0.006%,160000,245000,32,49
20,1919 유관순,2019-03-14,1,0.006%,2000,504019410,1,61259
20,개를 훔치는 완벽한 방법,2014-12-31,1,0.006%,0,2330895065,0,306743
20,여행의 묘미,,1,0.006%,125000,160000,25,32
20,이타미 준의 바다,2019-08-15,1,0.006%,684000,7014000,71,745
20,산상수훈,2017-12-07,1,0.006%,269000,407137350,30,54197
20,"다시, 벚꽃",2017-04-06,1,0.006%,0,54457500,0,6793
20,김군,2019-05-23,1,0.006%,12000,122601490,2,16585
20,밤의 문이 열린다,2019-08-15,1,0.006%,644000,5797600,99,744
20,꿈의 제인,2017-05-31,1,0.006%,105000,205209700,21,25094
1,엑시트,2019-07-31,7073,42.234%,1718375900,50322184802,211799,5990328
2,봉오동 전투,2019-08-07,6201,37.028%,1778015680,19206936293,219475,2251794
3,사자,2019-07-31,1337,7.984%,138319770,12384301375,16935,1544661
4,브링 더 소울 : 더 무비,2019-08-07,849,5.07%,98320610,2467166710,11942,286006
5,김복동,2019-08-08,475,2.836%,30406920,282847260,3827,33224
6,레드슈즈,2019-07-25,465,2.777%,66033650,5232259460,8903,672669
7,캐리tv 러브콘서트 더 무비,2019-08-07,122,0.728%,8417400,156357400,1148,20094
8,기생충,2019-05-30,57,0.34%,5514680,85809703605,691,10076187
9,나랏말싸미,2019-07-24,36,0.215%,4847980,7787790043,744,946817
10,변신,2019-08-21,33,0.197%,65367000,69363000,7392,7836
11,엄마친구들 3,2019-08-12,20,0.119%,100000,100000,20,20
12,려행,2019-08-08,19,0.113%,317500,6608000,47,928
13,앨리스 죽이기,2019-08-08,11,0.066%,235000,8214500,35,1032
14,"안녕, 티라노: 영원히, 함께",2019-08-14,10,0.06%,15489000,72941000,1721,8865
15,굿바이 썸머,2019-07-25,8,0.048%,121000,40678770,19,4974
16,기방도령,2019-07-10,5,0.03%,470000,2317206190,85,285494
16,교회오빠,2019-05-16,5,0.03%,682000,832198710,122,104302
18,암행어사 박문수,,3,0.018%,194000,4862000,97,2188
18,아픈 만큼 사랑한다,2019-04-03,3,0.018%,12000,111190600,4,15846
20,동경,2019-08-01,2,0.012%,6000,61000,3,28
20,에움길,2019-06-20,2,0.012%,11000,59012000,3,7241
22,나무없는 산,2009-08-27,1,0.006%,42000,57555500,14,8758
22,한낮의 피크닉,2019-07-04,1,0.006%,16000,22153810,2,3013
22,폴란드로 간 아이들,2018-10-31,1,0.006%,440000,387163800,110,50655
22,물의 기억,2019-05-15,1,0.006%,1820000,113754080,260,19840
22,별의 정원,2019-07-04,1,0.006%,6000,92099800,1,13270
22,극장판 샤이닝스타:새로운 루나퀸의 탄생!,2019-07-18,1,0.006%,30000,129023700,6,15770
22,단편섹션 1 (이주영 배우전),,1,0.006%,155000,1040000,31,208
22,태양은 없다,1999-01-01,1,0.006%,0,0,0,0
22,개같은 날의 오후,1995-09-08,1,0.006%,0,0,0,0
22,장미빛 인생,1994-08-06,1,0.006%,0,4219000,0,2108
22,푸른 강은 흘러라,2009-10-08,1,0.006%,20000,2124000,4,394
1,엑시트,2019-07-31,7063,42.037%,1578158420,51900343222,196572,6186900
2,봉오동 전투,2019-08-07,6251,37.204%,1625462500,20832398793,202972,2454766
3,사자,2019-07-31,1321,7.862%,132159270,12516460645,16481,1561142
4,브링 더 소울 : 더 무비,2019-08-07,831,4.946%,107258290,2574425000,13088,299094
5,김복동,2019-08-08,482,2.869%,35581520,318428780,4635,37859
6,레드슈즈,2019-07-25,462,2.75%,77033980,5309293440,10565,683234
7,캐리tv 러브콘서트 더 무비,2019-08-07,127,0.756%,10094500,166451900,1374,21468
8,기생충,2019-05-30,60,0.357%,6523400,85816227005,881,10077068
9,나랏말싸미,2019-07-24,37,0.22%,6673340,7794463383,1033,947850
10,변신,2019-08-21,32,0.19%,56892000,126255000,6453,14289
11,려행,2019-08-08,20,0.119%,708500,7316500,105,1033
11,아름다운 장모,2019-08-13,20,0.119%,109000,109000,20,20
13,광대들: 풍문조작단,2019-08-21,14,0.083%,38768000,38768000,4352,4352
14,기방도령,2019-07-10,13,0.077%,5404000,2322610190,695,286189
15,앨리스 죽이기,2019-08-08,11,0.065%,190000,8404500,28,1060
16,굿바이 썸머,2019-07-25,7,0.042%,197500,40876270,25,4999
17,교회오빠,2019-05-16,6,0.036%,303000,832501710,38,104340
17,무정,,6,0.036%,848000,4217000,424,1816
19,이타미 준의 바다,2019-08-15,5,0.03%,4816000,11830000,583,1328
20,적도의 꽃,1983-10-29,4,0.024%,364000,2564000,182,1124
20,우리집,2019-08-22,4,0.024%,5780000,7806000,788,1014
22,암행어사 박문수,,3,0.018%,158000,5020000,79,2267
22,한낮의 피크닉,2019-07-04,3,0.018%,31000,22184810,7,3020
22,아픈 만큼 사랑한다,2019-04-03,3,0.018%,279000,111469600,57,15903
22,보희와 녹양,2019-05-29,3,0.018%,207000,45493900,25,5746
26,동경,2019-08-01,2,0.012%,4000,65000,2,30
27,동명이인 프로젝트 시즌2,2019-07-04,1,0.006%,9500,844500,3,112
27,"안녕, 티라노: 영원히, 함께",2019-08-14,1,0.006%,1494000,74435000,166,9031
27,김군,2019-05-23,1,0.006%,21000,122622490,3,16588
27,여행의 묘미,,1,0.006%,30000,190000,6,38
27,에움길,2019-06-20,1,0.006%,7000,59019000,1,7242
27,나만 없어 고양이,2019-08-22,1,0.006%,2223000,3609000,247,401
27,별의 정원,2019-07-04,1,0.006%,7000,92106800,1,13271
27,접대 전문 여비서 무삭제,2019-08-13,1,0.006%,2000,2000,1,1
27,나무없는 산,2009-08-27,1,0.006%,63000,57618500,21,8779
27,단편섹션 2 (이주영 배우전),,1,0.006%,90000,335000,18,67
27,1919 유관순,2019-03-14,1,0.006%,16000,504035410,8,61267
27,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1,0.006%,696000,696000,116,116
1,엑시트,2019-07-31,5071,41.389%,1623147660,53523490882,201354,6388254
2,봉오동 전투,2019-08-07,5005,40.85%,1719469180,22551867973,214383,2669149
3,"안녕, 티라노: 영원히, 함께",2019-08-14,782,6.383%,103907360,178342360,14350,23381
4,사자,2019-07-31,459,3.746%,51203820,12567664465,6504,1567646
5,김복동,2019-08-08,323,2.636%,47530120,365958900,5854,43713
6,브링 더 소울 : 더 무비,2019-08-07,220,1.796%,40988480,2615413480,4884,303978
7,레드슈즈,2019-07-25,188,1.534%,37114200,5346407640,5062,688296
8,기생충,2019-05-30,37,0.302%,3526780,85819753785,425,10077493
9,캐리tv 러브콘서트 더 무비,2019-08-07,32,0.261%,3682500,170134400,515,21983
10,정사 : 아내의 친구 2 무삭제,2019-08-14,20,0.163%,100000,100000,20,20
10,려행,2019-08-08,20,0.163%,882000,8198500,126,1159
12,나랏말싸미,2019-07-24,16,0.131%,3931000,7798394383,567,948417
13,앨리스 죽이기,2019-08-08,12,0.098%,243000,8647500,34,1094
13,굿바이 썸머,2019-07-25,12,0.098%,226500,41102770,35,5034
15,무정,,6,0.049%,732000,4949000,366,2182
16,교회오빠,2019-05-16,5,0.041%,327000,832828710,41,104381
16,1919 유관순,2019-03-14,5,0.041%,26000,504061410,13,61280
16,암전,2019-08-15,5,0.041%,279500,40315500,35,4438
19,적도의 꽃,1983-10-29,4,0.033%,238000,2802000,119,1243
20,광대들: 풍문조작단,2019-08-21,3,0.024%,9810000,48578000,1090,5442
20,뽀로로 극장판 보물섬 대모험,2019-04-25,3,0.024%,535000,5884468900,107,766456
20,한낮의 피크닉,2019-07-04,3,0.024%,92000,22276810,13,3033
23,아픈 만큼 사랑한다,2019-04-03,2,0.016%,30000,111499600,5,15908
23,에움길,2019-06-20,2,0.016%,922000,59941000,90,7332
23,유열의 음악앨범,2019-08-28,2,0.016%,3078000,3078000,342,342
23,벌새,2019-08-29,2,0.016%,2889000,8858500,321,1117
23,콩쥐별전 - 전주성의 비밀,2019-07-27,2,0.016%,46000,549000,9,123
23,동경,2019-08-01,2,0.016%,6000,71000,3,33
29,동명이인 프로젝트 시즌2,2019-07-04,1,0.008%,13500,858000,4,116
29,음란한 병원 무삭제판,2019-08-14,1,0.008%,5000,5000,1,1
29,단편섹션 1 (이주영 배우전),,1,0.008%,125000,1165000,25,233
29,어린 처제 3 - 무삭제판,2019-08-14,1,0.008%,1000,1000,1,1
29,누에치던 방,2018-01-31,1,0.008%,25000,20953300,5,2702
29,이타미 준의 바다,2019-08-15,1,0.008%,1529000,13359000,139,1467
29,내 사촌 누나 무삭제,2019-08-14,1,0.008%,2000,2000,1,1
29,나무없는 산,2009-08-27,1,0.008%,15000,57633500,5,8784
29,보희와 녹양,2019-05-29,1,0.008%,45000,45538900,5,5751
1,봉오동 전투,2019-08-07,5213,40.398%,4160776610,26712644583,479598,3148747
2,엑시트,2019-07-31,4772,36.981%,3401752680,56925243562,392871,6781125
3,"안녕, 티라노: 영원히, 함께",2019-08-14,857,6.641%,453103620,631445980,56596,79977
4,암전,2019-08-15,844,6.541%,271626360,311941860,30566,35004
5,사자,2019-07-31,397,3.077%,112294200,12679958665,13726,1581372
6,김복동,2019-08-08,207,1.604%,68605420,434564320,7970,51683
7,레드슈즈,2019-07-25,196,1.519%,125757830,5472165470,15574,703870
8,브링 더 소울 : 더 무비,2019-08-07,178,1.379%,65477700,2680891180,7534,311512
9,이타미 준의 바다,2019-08-15,92,0.713%,16547800,29906800,2012,3479
10,캐리tv 러브콘서트 더 무비,2019-08-07,34,0.263%,18692200,188826600,2220,24203
11,기생충,2019-05-30,23,0.178%,5778200,85825531985,645,10078138
12,밤의 문이 열린다,2019-08-15,21,0.163%,2654000,8451600,340,1084
13,나랏말싸미,2019-07-24,13,0.101%,7768080,7806162463,1234,949651
14,1919 유관순,2019-03-14,8,0.062%,107000,504168410,61,61341
15,사랑의 선물,2019-08-15,6,0.046%,3908500,4950500,496,591
15,콩쥐별전 - 전주성의 비밀,2019-07-27,6,0.046%,183000,732000,34,157
15,교회오빠,2019-05-16,6,0.046%,884000,833712710,106,104487
15,무정,,6,0.046%,970000,5919000,485,2667
19,려행,2019-08-08,5,0.039%,350000,8548500,44,1203
20,앨리스 죽이기,2019-08-08,4,0.031%,69000,8716500,11,1105
21,굿바이 썸머,2019-07-25,3,0.023%,90900,41193670,15,5049
21,아픈 만큼 사랑한다,2019-04-03,3,0.023%,24000,111523600,4,15912
21,에움길,2019-06-20,3,0.023%,34000,59975000,17,7349
24,동경,2019-08-01,2,0.015%,4000,75000,2,35
25,동명이인 프로젝트 시즌2,2019-07-04,1,0.008%,16000,874000,5,121
25,유은정 감독 특별전(인디스데이),,1,0.008%,110000,110000,17,17
25,한여름의 판타지아,2015-06-11,1,0.008%,0,286483458,0,36891
25,나무없는 산,2009-08-27,1,0.008%,129000,57762500,43,8827
25,항거:유관순 이야기,2019-02-27,1,0.008%,1080000,9291145101,180,1157887
1,봉오동 전투,2019-08-07,4946,39.413%,1778793687,28491438270,203671,3352418
2,엑시트,2019-07-31,4825,38.449%,1752178510,58677422072,199787,6980912
3,암전,2019-08-15,838,6.678%,143775913,455717773,15992,50996
4,"안녕, 티라노: 영원히, 함께",2019-08-14,738,5.881%,92820260,724266240,12044,92021
5,사자,2019-07-31,394,3.14%,60897200,12740855865,8164,1589536
6,레드슈즈,2019-07-25,200,1.594%,47601150,5519766620,5938,709808
7,김복동,2019-08-08,189,1.506%,24201780,458766100,2818,54501
8,브링 더 소울 : 더 무비,2019-08-07,169,1.347%,30530520,2711421700,3346,314858
9,이타미 준의 바다,2019-08-15,96,0.765%,11769400,41676200,1451,4930
10,캐리tv 러브콘서트 더 무비,2019-08-07,28,0.223%,3898400,192725000,492,24695
11,밤의 문이 열린다,2019-08-15,25,0.199%,1385940,9837540,175,1259
12,기생충,2019-05-30,21,0.167%,2478980,85828010965,276,10078414
13,가슴큰엄마들,2019-08-16,20,0.159%,638000,638000,110,110
14,사랑의 선물,2019-08-15,8,0.064%,3936700,8887200,482,1073
14,나랏말싸미,2019-07-24,8,0.064%,2505900,7808668363,430,950081
16,굿바이 썸머,2019-07-25,7,0.056%,99000,41292670,12,5061
17,앨리스 죽이기,2019-08-08,5,0.04%,143000,8859500,21,1126
17,교회오빠,2019-05-16,5,0.04%,200000,833912710,28,104515
17,1919 유관순,2019-03-14,5,0.04%,38000,504206410,19,61360
20,콩쥐별전 - 전주성의 비밀,2019-07-27,4,0.032%,52000,784000,9,166
20,려행,2019-08-08,4,0.032%,70000,8618500,10,1213
22,아픈 만큼 사랑한다,2019-04-03,3,0.024%,46000,111569600,7,15919
23,에움길,2019-06-20,2,0.016%,13000,59988000,4,7353
23,생일,2019-04-03,2,0.016%,1911000,9884485840,273,1197424
25,나무없는 산,2009-08-27,1,0.008%,48000,57810500,16,8843
25,젊은 새엄마들,2019-08-16,1,0.008%,6000,6000,1,1
25,몸도 주고 마음도 주고,2019-08-16,1,0.008%,1000,1000,1,1
25,동경,2019-08-01,1,0.008%,2000,77000,1,36
25,스와핑 : 대학 동창들,2019-08-16,1,0.008%,6000,6000,1,1
25,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1,0.008%,0,696000,0,116
25,유은정 감독 특별전(인디스데이),,1,0.008%,25000,135000,4,21
1,봉오동 전투,2019-08-07,5053,39.891%,2809144588,31300582858,318038,3670456
2,엑시트,2019-07-31,4899,38.675%,2715811280,61393233352,308601,7289513
3,"안녕, 티라노: 영원히, 함께",2019-08-14,811,6.402%,221755420,946021660,27387,119408
4,암전,2019-08-15,744,5.874%,169675172,625392945,19150,70146
5,사자,2019-07-31,365,2.882%,67134740,12807990605,7336,1596872
6,레드슈즈,2019-07-25,232,1.832%,88595210,5608361830,10729,720537
7,김복동,2019-08-08,183,1.445%,35619000,494385100,4194,58695
8,브링 더 소울 : 더 무비,2019-08-07,160,1.263%,51561300,2762983000,5607,320465
9,이타미 준의 바다,2019-08-15,87,0.687%,13091500,54767700,1588,6518
10,캐리tv 러브콘서트 더 무비,2019-08-07,33,0.261%,12019600,204744600,1399,26094
11,기생충,2019-05-30,23,0.182%,4233780,85832244745,516,10078930
12,밤의 문이 열린다,2019-08-15,17,0.134%,1479000,11316540,184,1443
13,사랑의 선물,2019-08-15,9,0.071%,6198300,15085500,736,1809
14,교회오빠,2019-05-16,6,0.047%,616000,834528710,70,104585
14,려행,2019-08-08,6,0.047%,624500,9243000,73,1286
16,나랏말싸미,2019-07-24,5,0.039%,719000,7809387363,91,950172
17,콩쥐별전 - 전주성의 비밀,2019-07-27,4,0.032%,225000,1009000,38,204
17,굿바이 썸머,2019-07-25,4,0.032%,285000,41577670,41,5102
19,아픈 만큼 사랑한다,2019-04-03,3,0.024%,56000,111625600,7,15926
19,인목대비,,3,0.024%,412000,7294000,206,3661
19,앨리스 죽이기,2019-08-08,3,0.024%,138000,8997500,20,1146
22,에움길,2019-06-20,2,0.016%,11000,59999000,3,7356
22,아이 캔 스피크,2017-09-21,2,0.016%,540000,25546690986,90,3282587
