,영화코드,영화명,개봉일,점유율집계일,개봉n일차,개봉n일차(int),상영횟수,상영점유율,상영점유율순위,스크린수,스크린점유율,스크린점유율순위,좌석수,좌석판매율,좌석점유율,좌석점유율순위,매출액,누적매출액,관객수,누적관객수,총공급좌석수,F-rated
455,20156250,인천상륙작전,2016-07-27,2016-09-13,48 days 00:00:00.000000000,48,38,0.375,9,27,0.9,9,4507,6.0,0.18,9,1781300,55084506403,272,7046417,5827890.0,0
456,20156250,인천상륙작전,2016-07-27,2016-09-14,49 days 00:00:00.000000000,49,6,0.065,12,5,0.2,14,644,8.4,0.02,15,431900,55084938303,54,7046471,5827890.0,0
457,20156250,인천상륙작전,2016-07-27,2016-09-15,50 days 00:00:00.000000000,50,4,0.043,19,4,0.2,18,376,30.1,0.01,20,888500,55085826803,113,7046584,5827890.0,0
458,20156250,인천상륙작전,2016-07-27,2016-09-16,51 days 00:00:00.000000000,51,5,0.053,14,5,0.2,13,557,19.0,0.02,16,836000,55086662803,106,7046690,5827890.0,0
459,20156250,인천상륙작전,2016-07-27,2016-09-17,52 days 00:00:00.000000000,52,4,0.043,19,4,0.1,18,403,24.3,0.01,21,684000,55087346803,98,7046788,5827890.0,0
460,20156250,인천상륙작전,2016-07-27,2016-09-18,53 days 00:00:00.000000000,53,3,0.034,21,3,0.1,19,267,15.7,0.01,20,334000,55087680803,42,7046830,5827890.0,0
461,20156250,인천상륙작전,2016-07-27,2016-09-19,54 days 00:00:00.000000000,54,4,0.053,14,3,0.1,16,420,6.7,0.02,15,166000,55087846803,28,7046858,5827890.0,0
462,20156250,인천상륙작전,2016-07-27,2016-09-20,55 days 00:00:00.000000000,55,5,0.067,13,4,0.2,15,496,4.8,0.02,18,152000,55087998803,24,7046882,5827890.0,0
463,20156250,인천상륙작전,2016-07-27,2016-09-21,56 days 00:00:00.000000000,56,2,0.029,18,2,0.1,17,156,9.6,0.01,18,85000,55088083803,15,7046897,5827890.0,0
464,20156250,인천상륙작전,2016-07-27,2016-09-22,57 days 00:00:00.000000000,57,2,0.027000000000000003,22,2,0.1,21,403,0.7,0.02,17,19000,55088102803,3,7046900,5827890.0,0
465,20156250,인천상륙작전,2016-07-27,2016-09-23,58 days 00:00:00.000000000,58,2,0.027000000000000003,18,2,0.1,16,316,3.2,0.01,17,56000,55088158803,10,7046910,5827890.0,0
466,20156250,인천상륙작전,2016-07-27,2016-09-24,59 days 00:00:00.000000000,59,1,0.015,22,1,0.0,20,76,4.0,0.0,41,25000,55088183803,3,7046913,5827890.0,0
467,20156250,인천상륙작전,2016-07-27,2016-09-25,60 days 00:00:00.000000000,60,1,0.015,27,1,0.0,22,226,2.7,0.01,21,30000,55088213803,6,7046919,5827890.0,0
468,20156250,인천상륙작전,2016-07-27,2016-09-26,61 days 00:00:00.000000000,61,2,0.03,23,2,0.1,19,221,11.8,0.01,26,161000,55088374803,26,7046945,5827890.0,0
469,20156250,인천상륙작전,2016-07-27,2016-09-27,62 days 00:00:00.000000000,62,2,0.03,22,2,0.1,18,316,2.9,0.01,25,51000,55088425803,9,7046954,5827890.0,0
470,20156250,인천상륙작전,2016-07-27,2016-09-29,64 days 00:00:00.000000000,64,2,0.026,15,2,0.1,14,182,61.5,0.01,17,454000,55088879803,112,7047066,5827890.0,0
471,20156250,인천상륙작전,2016-07-27,2016-09-30,65 days 00:00:00.000000000,65,1,0.013,23,1,0.1,21,72,6.9,0.0,26,39000,55088918803,5,7047071,5827890.0,0
472,20156250,인천상륙작전,2016-07-27,2016-10-01,66 days 00:00:00.000000000,66,1,0.012,21,1,0.1,20,85,100.0,0.0,24,510000,55089428803,85,7047156,5827890.0,0
473,20156250,인천상륙작전,2016-07-27,2016-10-04,69 days 00:00:00.000000000,69,1,0.015,23,1,0.1,20,72,5.6,0.0,26,30000,55089458803,4,7047160,5827890.0,0
474,20156250,인천상륙작전,2016-07-27,2016-10-05,70 days 00:00:00.000000000,70,1,0.02,22,1,0.1,22,72,33.3,0.0,22,124000,55089582803,24,7047184,5827890.0,0
475,20156250,인천상륙작전,2016-07-27,2016-10-07,72 days 00:00:00.000000000,72,1,0.017,20,1,0.1,19,72,13.9,0.0,26,52000,55089634803,10,7047194,5827890.0,0
476,20156250,인천상륙작전,2016-07-27,2016-10-11,76 days 00:00:00.000000000,76,1,0.021,18,1,0.1,14,72,6.9,0.0,25,34500,55089669303,5,7047199,5827890.0,0
477,20156250,인천상륙작전,2016-07-27,2016-10-13,78 days 00:00:00.000000000,78,1,0.015,24,1,0.1,23,173,92.5,0.01,19,640000,55090309303,160,7047359,5827890.0,0
478,20156250,인천상륙작전,2016-07-27,2016-10-15,80 days 00:00:00.000000000,80,1,0.012,20,1,0.0,17,312,30.5,0.01,14,570000,55090879303,95,7047454,5827890.0,0
479,20156250,인천상륙작전,2016-07-27,2016-10-18,83 days 00:00:00.000000000,83,1,0.013,19,1,0.0,16,122,39.3,0.0,24,240000,55091119303,48,7047502,5827890.0,0
480,20156250,인천상륙작전,2016-07-27,2016-10-26,91 days 00:00:00.000000000,91,2,0.039,18,2,0.1,16,140,100.0,0.01,18,420000,55091539303,140,7047642,5827890.0,0
481,20156250,인천상륙작전,2016-07-27,2016-11-14,110 days 00:00:00.000000000,110,1,0.015,26,1,0.1,21,183,79.8,0.01,21,730000,55092269303,146,7047788,5827890.0,0
482,20156250,인천상륙작전,2016-07-27,2016-11-15,111 days 00:00:00.000000000,111,1,0.014,32,1,0.0,26,130,80.0,0.01,24,520000,55092789303,104,7047892,5827890.0,0
483,20156250,인천상륙작전,2016-07-27,2016-11-16,112 days 00:00:00.000000000,112,1,0.015,26,1,0.0,23,183,79.8,0.01,21,730000,55093519303,146,7048038,5827890.0,0
484,20156250,인천상륙작전,2016-07-27,2016-11-17,113 days 00:00:00.000000000,113,3,0.048,21,2,0.1,19,709,90.3,0.03,17,2706000,55096225303,640,7048678,5827890.0,0
485,20156250,인천상륙작전,2016-07-27,2016-11-18,114 days 00:00:00.000000000,114,3,0.049,21,2,0.1,20,709,92.0,0.03,17,2754000,55098979303,652,7049330,5827890.0,0
486,20156250,인천상륙작전,2016-07-27,2016-12-01,127 days 00:00:00.000000000,127,1,0.012,28,1,0.0,25,211,11.4,0.01,24,119000,55099098303,24,7049354,5827890.0,0
487,20156250,인천상륙작전,2016-07-27,2016-12-09,135 days 00:00:00.000000000,135,1,0.011,22,1,0.0,22,183,100.0,0.01,19,1464000,55100562303,183,7049537,5827890.0,0
488,20156250,인천상륙작전,2016-07-27,2016-12-14,140 days 00:00:00.000000000,140,1,0.009000000000000001,28,1,0.0,26,106,100.0,0.0,31,848000,55101410303,106,7049643,5827890.0,0
489,20156250,인천상륙작전,2016-07-27,2017-02-09,197 days 00:00:00.000000000,197,1,0.012,19,1,0.0,16,211,100.0,0.01,15,1266000,55102676303,211,7049854,5827890.0,0
490,20156250,인천상륙작전,2016-07-27,2017-04-13,260 days 00:00:00.000000000,260,1,0.022,18,1,0.1,14,413,1.2,0.02,14,22000,55102698303,5,7049859,5827890.0,0
491,20156250,인천상륙작전,2016-07-27,2017-04-15,262 days 00:00:00.000000000,262,1,0.023,17,1,0.1,14,413,1.7,0.02,12,42000,55102740303,7,7049866,5827890.0,0
492,20156250,인천상륙작전,2016-07-27,2017-04-16,263 days 00:00:00.000000000,263,1,0.024,20,1,0.1,16,413,0.7,0.02,12,15000,55102755303,3,7049869,5827890.0,0
493,20156250,인천상륙작전,2016-07-27,2017-06-07,315 days 00:00:00.000000000,315,1,0.026,24,1,0.1,20,162,74.1,0.01,17,720000,55103475303,120,7049989,5827890.0,0
494,20156250,인천상륙작전,2016-07-27,2017-06-08,316 days 00:00:00.000000000,316,1,0.018000000000000002,23,1,0.1,21,99,70.7,0.0,26,420000,55103895303,70,7050059,5827890.0,0
495,20156250,인천상륙작전,2016-07-27,2017-06-19,327 days 00:00:00.000000000,327,1,0.012,26,1,0.0,21,167,89.8,0.01,23,600000,55104495303,150,7050209,5827890.0,0
496,20156250,인천상륙작전,2016-07-27,2017-06-22,330 days 00:00:00.000000000,330,1,0.028,22,1,0.1,19,167,59.9,0.01,19,400000,55104895303,100,7050309,5827890.0,0
497,20156250,인천상륙작전,2016-07-27,2017-06-24,332 days 00:00:00.000000000,332,1,0.024,21,1,0.1,18,167,91.6,0.01,17,618000,55105513303,153,7050462,5827890.0,0
498,20156250,인천상륙작전,2016-07-27,2017-06-26,334 days 00:00:00.000000000,334,1,0.023,23,1,0.1,19,96,6.3,0.0,25,39000,55105552303,6,7050468,5827890.0,0
499,20156250,인천상륙작전,2016-07-27,2017-06-27,335 days 00:00:00.000000000,335,1,0.023,21,1,0.1,20,110,1.8,0.0,26,18000,55105570303,2,7050470,5827890.0,0
500,20156250,인천상륙작전,2016-07-27,2017-06-29,337 days 00:00:00.000000000,337,1,0.01,26,1,0.0,24,110,2.7,0.0,34,27000,55105597303,3,7050473,5827890.0,0
501,20156250,인천상륙작전,2016-07-27,2017-06-30,338 days 00:00:00.000000000,338,1,0.01,26,1,0.0,21,152,1.3,0.01,20,9000,55105606303,2,7050475,5827890.0,0
502,20156250,인천상륙작전,2016-07-27,2019-02-18,936 days 00:00:00.000000000,936,2,0.018000000000000002,16,2,0.1,14,675,100.0,0.02,13,6200000,55111806303,675,7051150,5827890.0,0
503,20150979,덕혜옹주,2016-08-03,2016-07-26,-8 days +00:00:00.000000000,-8,1,0.01,20,1,0.0,12,151,100.0,0.01,16,1057000,1057000,151,151,6363339.0,1
504,20150979,덕혜옹주,2016-08-03,2016-07-27,-7 days +00:00:00.000000000,-7,5,0.048,6,5,0.2,6,1365,100.0,0.05,6,10920000,11977000,1365,1516,6363339.0,1
505,20150979,덕혜옹주,2016-08-03,2016-07-28,-6 days +00:00:00.000000000,-6,24,0.228,4,24,1.2,3,4018,33.6,0.14,3,10643000,22620000,1349,2865,6363339.0,1
506,20150979,덕혜옹주,2016-08-03,2016-07-29,-5 days +00:00:00.000000000,-5,9,0.084,6,9,0.4,6,1722,85.5,0.06,6,13693000,36313000,1473,4338,6363339.0,1
507,20150979,덕혜옹주,2016-08-03,2016-07-30,-4 days +00:00:00.000000000,-4,7,0.063,8,7,0.3,7,1340,100.0,0.04,7,13374000,49687000,1340,5678,6363339.0,1
508,20150979,덕혜옹주,2016-08-03,2016-08-01,-2 days +00:00:00.000000000,-2,19,0.17600000000000002,4,19,0.9,3,3855,80.5,0.13,3,28799500,78486500,3103,8781,6363339.0,1
509,20150979,덕혜옹주,2016-08-03,2016-08-02,-1 days +00:00:00.000000000,-1,25,0.232,3,24,1.2,3,6180,99.7,0.21,3,53088000,131574500,6162,14943,6363339.0,1
510,20150979,덕혜옹주,2016-08-03,2016-08-03,0 days 00:00:00.000000000,0,3458,36.27,2,774,35.1,2,622937,42.9,21.21,2,1980965300,2112539800,267112,282055,6363339.0,1
511,20150979,덕혜옹주,2016-08-03,2016-08-04,1 days 00:00:00.000000000,1,3320,35.78,2,771,34.0,2,593984,42.8,20.16,2,1881699200,3994239000,254034,536089,6363339.0,1
512,20150979,덕혜옹주,2016-08-03,2016-08-05,2 days 00:00:00.000000000,2,3422,36.25,2,827,36.0,1,605215,46.7,20.26,2,2346373744,6340612744,282765,818854,6363339.0,1
513,20150979,덕혜옹주,2016-08-03,2016-08-06,3 days 00:00:00.000000000,3,3811,38.406,1,937,38.3,1,670643,66.6,21.95,2,3738631015,10079243759,446343,1265197,6363339.0,1
514,20150979,덕혜옹주,2016-08-03,2016-08-07,4 days 00:00:00.000000000,4,3878,38.971,1,964,39.0,1,686059,64.3,22.85,1,3707568100,13786811859,441268,1706465,6363339.0,1
515,20150979,덕혜옹주,2016-08-03,2016-08-08,5 days 00:00:00.000000000,5,3907,39.645,1,897,38.7,1,730106,34.6,25.29,1,1875575020,15662386879,252925,1959390,6363339.0,1
516,20150979,덕혜옹주,2016-08-03,2016-08-09,6 days 00:00:00.000000000,6,3924,39.709,1,910,39.0,1,738433,33.8,25.57,1,1840567900,17502954779,249618,2209008,6363339.0,1
517,20150979,덕혜옹주,2016-08-03,2016-08-10,7 days 00:00:00.000000000,7,3174,23.436,2,748,21.8,2,587833,32.3,20.82,2,1397670900,18900625679,189829,2398837,6363339.0,1
518,20150979,덕혜옹주,2016-08-03,2016-08-11,8 days 00:00:00.000000000,8,3270,24.104,2,784,22.2,2,605242,30.3,21.32,2,1348073900,20248699579,183554,2582391,6363339.0,1
519,20150979,덕혜옹주,2016-08-03,2016-08-12,9 days 00:00:00.000000000,9,3410,24.457,2,803,21.9,2,629137,32.9,21.7,2,1697824816,21946524395,206964,2789355,6363339.0,1
520,20150979,덕혜옹주,2016-08-03,2016-08-13,10 days 00:00:00.000000000,10,3521,24.857,2,827,21.3,2,640241,55.7,21.55,2,2985522899,24932047294,356839,3146194,6363339.0,1
521,20150979,덕혜옹주,2016-08-03,2016-08-14,11 days 00:00:00.000000000,11,3515,24.804,2,814,21.1,2,640832,63.1,21.58,2,3415241760,28347289054,404130,3550324,6363339.0,1
522,20150979,덕혜옹주,2016-08-03,2016-08-15,12 days 00:00:00.000000000,12,3512,25.093000000000004,2,849,21.9,2,639611,63.8,22.15,2,3363548420,31710837474,408342,3958666,6363339.0,1
523,20150979,덕혜옹주,2016-08-03,2016-08-16,13 days 00:00:00.000000000,13,3310,24.921,2,750,21.5,2,604261,24.3,21.92,2,1060989100,32771826574,147020,4105686,6363339.0,1
524,20150979,덕혜옹주,2016-08-03,2016-08-17,14 days 00:00:00.000000000,14,2642,24.391,2,660,19.2,2,432393,26.8,15.73,2,843811700,33615638274,115934,4221620,6363339.0,1
525,20150979,덕혜옹주,2016-08-03,2016-08-18,15 days 00:00:00.000000000,15,2668,24.13,2,676,18.6,2,434753,25.1,15.71,2,793099300,34408737574,109224,4330844,6363339.0,1
526,20150979,덕혜옹주,2016-08-03,2016-08-19,16 days 00:00:00.000000000,16,2787,24.686,2,696,19.2,2,455927,24.6,16.22,2,910579050,35319316624,112075,4442919,6363339.0,1
527,20150979,덕혜옹주,2016-08-03,2016-08-20,17 days 00:00:00.000000000,17,2979,25.278,2,722,19.3,2,499176,41.2,17.25,2,1710450765,37029767389,205879,4648798,6363339.0,1
528,20150979,덕혜옹주,2016-08-03,2016-08-21,18 days 00:00:00.000000000,18,2882,25.181,2,709,19.2,2,483677,38.0,17.18,2,1536813700,38566581089,183890,4832688,6363339.0,1
529,20150979,덕혜옹주,2016-08-03,2016-08-22,19 days 00:00:00.000000000,19,2746,24.975,2,664,19.3,2,458869,15.3,17.19,2,507685200,39074266289,70050,4902738,6363339.0,1
530,20150979,덕혜옹주,2016-08-03,2016-08-23,20 days 00:00:00.000000000,20,2728,24.952,2,672,19.3,2,458789,14.7,17.29,2,485708500,39559974789,67270,4970008,6363339.0,1
531,20150979,덕혜옹주,2016-08-03,2016-08-24,21 days 00:00:00.000000000,21,2389,25.415,2,597,21.0,2,421088,13.2,15.57,2,402551300,39962526089,55709,5025717,6363339.0,1
532,20150979,덕혜옹주,2016-08-03,2016-08-25,22 days 00:00:00.000000000,22,1958,20.85,2,496,16.0,2,356394,14.1,12.98,2,358375200,40320901289,50082,5075799,6363339.0,1
533,20150979,덕혜옹주,2016-08-03,2016-08-26,23 days 00:00:00.000000000,23,1993,20.975,2,506,16.0,2,363067,14.5,13.03,2,423319600,40744220889,52784,5128583,6363339.0,1
534,20150979,덕혜옹주,2016-08-03,2016-08-27,24 days 00:00:00.000000000,24,2100,21.649,2,551,16.7,2,379475,24.5,13.0,2,770035400,41514256289,92992,5221575,6363339.0,1
535,20150979,덕혜옹주,2016-08-03,2016-08-28,25 days 00:00:00.000000000,25,2006,21.54,2,536,16.6,2,360201,23.5,12.65,2,706808600,42221064889,84746,5306321,6363339.0,1
536,20150979,덕혜옹주,2016-08-03,2016-08-29,26 days 00:00:00.000000000,26,1917,21.683000000000003,2,504,16.8,2,337035,8.8,12.69,2,212978000,42434042889,29635,5335956,6363339.0,1
537,20150979,덕혜옹주,2016-08-03,2016-08-30,27 days 00:00:00.000000000,27,1910,21.697,2,520,17.1,2,333692,9.4,12.56,2,220257800,42654300689,31275,5367231,6363339.0,1
538,20150979,덕혜옹주,2016-08-03,2016-08-31,28 days 00:00:00.000000000,28,1469,20.941,2,487,18.8,2,228371,18.0,8.3,2,239001100,42893301789,41095,5408326,6363339.0,1
539,20150979,덕혜옹주,2016-08-03,2016-09-01,29 days 00:00:00.000000000,29,1438,21.361,2,462,19.3,2,216564,9.2,7.99,2,139997600,43033299389,19913,5428239,6363339.0,1
540,20150979,덕혜옹주,2016-08-03,2016-09-02,30 days 00:00:00.000000000,30,1492,21.67,2,466,19.4,2,221939,10.0,7.95,2,178101800,43211401189,22246,5450485,6363339.0,1
541,20150979,덕혜옹주,2016-08-03,2016-09-03,31 days 00:00:00.000000000,31,1547,21.415,2,480,19.4,2,234008,17.8,7.91,2,344397220,43555798409,41587,5492072,6363339.0,1
542,20150979,덕혜옹주,2016-08-03,2016-09-04,32 days 00:00:00.000000000,32,1496,21.323,2,470,19.2,2,227192,16.2,7.91,2,307115700,43862914109,36873,5528945,6363339.0,1
543,20150979,덕혜옹주,2016-08-03,2016-09-05,33 days 00:00:00.000000000,33,1434,21.606,2,455,19.2,2,209922,6.0,8.1,2,90304500,43953218609,12616,5541561,6363339.0,1
544,20150979,덕혜옹주,2016-08-03,2016-09-06,34 days 00:00:00.000000000,34,1372,21.111,2,461,19.2,2,202575,5.8,7.96,2,81854000,44035072609,11660,5553221,6363339.0,1
545,20150979,덕혜옹주,2016-08-03,2016-09-07,35 days 00:00:00.000000000,35,391,3.652,4,259,8.1,4,49089,4.9,2.03,4,16116400,44051189009,2379,5555600,6363339.0,1
546,20150979,덕혜옹주,2016-08-03,2016-09-08,36 days 00:00:00.000000000,36,399,3.683,4,269,8.4,4,49157,5.2,2.01,4,17676400,44068865409,2565,5558165,6363339.0,1
547,20150979,덕혜옹주,2016-08-03,2016-09-09,37 days 00:00:00.000000000,37,415,3.654,4,272,8.2,4,50756,4.8,2.0,4,18761200,44087626609,2443,5560608,6363339.0,1
548,20150979,덕혜옹주,2016-08-03,2016-09-10,38 days 00:00:00.000000000,38,365,3.007,5,237,6.8,5,44415,9.0,1.63,5,33238900,44120865509,4003,5564611,6363339.0,1
549,20150979,덕혜옹주,2016-08-03,2016-09-11,39 days 00:00:00.000000000,39,361,3.071,5,241,7.0,5,43217,9.5,1.63,5,34217500,44155083009,4108,5568719,6363339.0,1
550,20150979,덕혜옹주,2016-08-03,2016-09-12,40 days 00:00:00.000000000,40,356,3.3710000000000004,5,233,7.3,5,44061,4.5,1.85,5,13876500,44168959509,1969,5570688,6363339.0,1
551,20150979,덕혜옹주,2016-08-03,2016-09-13,41 days 00:00:00.000000000,41,299,2.948,5,211,6.9,5,37945,4.6,1.47,5,12198500,44181158009,1735,5572423,6363339.0,1
552,20150979,덕혜옹주,2016-08-03,2016-09-14,42 days 00:00:00.000000000,42,172,1.867,6,132,5.0,5,21113,13.3,0.76,6,24751500,44205909509,2806,5575229,6363339.0,1
553,20150979,덕혜옹주,2016-08-03,2016-09-15,43 days 00:00:00.000000000,43,161,1.73,6,126,4.7,5,19726,25.1,0.71,6,44833500,44250743009,4959,5580188,6363339.0,1
554,20150979,덕혜옹주,2016-08-03,2016-09-16,44 days 00:00:00.000000000,44,152,1.612,6,123,4.6,5,18813,30.8,0.67,6,50694300,44301437309,5802,5585990,6363339.0,1
555,20150979,덕혜옹주,2016-08-03,2016-09-17,45 days 00:00:00.000000000,45,139,1.481,6,113,4.2,5,16937,23.5,0.6,6,33860300,44335297609,3979,5589969,6363339.0,1
556,20150979,덕혜옹주,2016-08-03,2016-09-18,46 days 00:00:00.000000000,46,125,1.422,6,108,4.2,5,14929,13.2,0.56,6,16561000,44351858609,1968,5591937,6363339.0,1
557,20150979,덕혜옹주,2016-08-03,2016-09-19,47 days 00:00:00.000000000,47,131,1.739,6,100,4.7,5,16058,4.6,0.68,5,4985500,44356844109,741,5592678,6363339.0,1
558,20150979,덕혜옹주,2016-08-03,2016-09-20,48 days 00:00:00.000000000,48,124,1.654,5,102,4.7,4,15708,4.0,0.67,5,4159000,44361003109,629,5593307,6363339.0,1
559,20150979,덕혜옹주,2016-08-03,2016-09-21,49 days 00:00:00.000000000,49,75,1.102,6,61,3.2,6,9948,5.5,0.43,6,3911000,44364914109,543,5593850,6363339.0,1
560,20150979,덕혜옹주,2016-08-03,2016-09-22,50 days 00:00:00.000000000,50,19,0.259,13,14,0.6,14,2554,7.3,0.11,13,1405500,44366319609,186,5594036,6363339.0,1
561,20150979,덕혜옹주,2016-08-03,2016-09-23,51 days 00:00:00.000000000,51,23,0.307,8,16,0.7,10,2765,22.4,0.11,10,3593000,44369912609,619,5594655,6363339.0,1
562,20150979,덕혜옹주,2016-08-03,2016-09-24,52 days 00:00:00.000000000,52,14,0.204,8,13,0.6,8,1876,9.7,0.07,9,1464000,44371376609,181,5594836,6363339.0,1
563,20150979,덕혜옹주,2016-08-03,2016-09-25,53 days 00:00:00.000000000,53,16,0.242,8,13,0.6,8,2211,5.8,0.09,8,1032000,44372408609,129,5594965,6363339.0,1
564,20150979,덕혜옹주,2016-08-03,2016-09-26,54 days 00:00:00.000000000,54,23,0.341,9,18,0.9,9,2703,5.4,0.12,9,1042000,44373450609,147,5595112,6363339.0,1
565,20150979,덕혜옹주,2016-08-03,2016-09-27,55 days 00:00:00.000000000,55,24,0.355,9,15,0.7,9,2727,11.5,0.12,9,1948500,44375399109,314,5595426,6363339.0,1
566,20150979,덕혜옹주,2016-08-03,2016-09-28,56 days 00:00:00.000000000,56,7,0.093,9,7,0.3,9,927,31.3,0.04,11,2001000,44377400109,290,5595716,6363339.0,1
567,20150979,덕혜옹주,2016-08-03,2016-09-29,57 days 00:00:00.000000000,57,5,0.066,11,5,0.3,11,589,13.2,0.02,13,536500,44377936609,78,5595794,6363339.0,1
568,20150979,덕혜옹주,2016-08-03,2016-09-30,58 days 00:00:00.000000000,58,5,0.064,12,5,0.3,11,589,13.4,0.02,14,606500,44378543109,79,5595873,6363339.0,1
569,20150979,덕혜옹주,2016-08-03,2016-10-06,64 days 00:00:00.000000000,64,1,0.017,17,1,0.1,15,312,96.2,0.01,14,1800000,44380343109,300,5596173,6363339.0,1
570,20150979,덕혜옹주,2016-08-03,2016-10-07,65 days 00:00:00.000000000,65,2,0.035,15,2,0.1,15,357,38.7,0.01,15,852000,44381195109,138,5596311,6363339.0,1
571,20150979,덕혜옹주,2016-08-03,2016-10-11,69 days 00:00:00.000000000,69,1,0.021,18,1,0.1,14,36,83.3,0.0,25,150000,44381345109,30,5596341,6363339.0,1
572,20150979,덕혜옹주,2016-08-03,2016-10-12,70 days 00:00:00.000000000,70,2,0.041,15,2,0.1,12,251,29.9,0.01,13,335000,44381680109,75,5596416,6363339.0,1
573,20150979,덕혜옹주,2016-08-03,2016-10-13,71 days 00:00:00.000000000,71,3,0.044,18,3,0.1,17,347,91.4,0.01,19,1507000,44383187109,317,5596733,6363339.0,1
574,20150979,덕혜옹주,2016-08-03,2016-10-14,72 days 00:00:00.000000000,72,1,0.014,23,1,0.0,20,207,100.0,0.01,17,828000,44384015109,207,5596940,6363339.0,1
575,20150979,덕혜옹주,2016-08-03,2016-10-16,74 days 00:00:00.000000000,74,1,0.012,22,1,0.0,18,136,85.3,0.0,29,696000,44384711109,116,5597056,6363339.0,1
576,20150979,덕혜옹주,2016-08-03,2016-10-18,76 days 00:00:00.000000000,76,1,0.013,19,1,0.0,16,126,100.0,0.0,24,504000,44385215109,126,5597182,6363339.0,1
577,20150979,덕혜옹주,2016-08-03,2016-10-24,82 days 00:00:00.000000000,82,1,0.013,22,1,0.1,18,169,0.0,0.01,19,0,44385215109,0,5597182,6363339.0,1
578,20150979,덕혜옹주,2016-08-03,2016-10-25,83 days 00:00:00.000000000,83,1,0.015,26,1,0.1,19,163,30.7,0.01,22,350000,44385565109,50,5597232,6363339.0,1
579,20150979,덕혜옹주,2016-08-03,2016-11-01,90 days 00:00:00.000000000,90,2,0.035,19,1,0.1,21,520,31.4,0.02,15,326000,44385891109,163,5597395,6363339.0,1
580,20150979,덕혜옹주,2016-08-03,2016-11-02,91 days 00:00:00.000000000,91,2,0.036000000000000004,17,1,0.1,20,520,43.9,0.02,14,456000,44386347109,228,5597623,6363339.0,1
581,20150979,덕혜옹주,2016-08-03,2016-11-17,106 days 00:00:00.000000000,106,3,0.048,21,2,0.1,19,632,93.4,0.02,19,2372000,44388719109,590,5598213,6363339.0,1
582,20150979,덕혜옹주,2016-08-03,2016-11-18,107 days 00:00:00.000000000,107,2,0.033,23,1,0.0,24,522,92.2,0.02,19,1924000,44390643109,481,5598694,6363339.0,1
583,20150979,덕혜옹주,2016-08-03,2016-11-25,114 days 00:00:00.000000000,114,3,0.041,25,2,0.1,25,324,21.3,0.01,24,345000,44390988109,69,5598763,6363339.0,1
584,20150979,덕혜옹주,2016-08-03,2016-11-29,118 days 00:00:00.000000000,118,1,0.014,34,1,0.0,28,182,0.0,0.01,26,0,44390988109,0,5598763,6363339.0,1
585,20150979,덕혜옹주,2016-08-03,2016-12-01,120 days 00:00:00.000000000,120,1,0.012,28,1,0.0,25,138,0.0,0.01,24,0,44390988109,0,5598763,6363339.0,1
586,20150979,덕혜옹주,2016-08-03,2016-12-02,121 days 00:00:00.000000000,121,1,0.012,27,1,0.0,24,116,0.0,0.0,41,0,44390988109,0,5598763,6363339.0,1
587,20150979,덕혜옹주,2016-08-03,2016-12-08,127 days 00:00:00.000000000,127,1,0.011,32,1,0.0,27,254,80.3,0.01,23,1530000,44392518109,204,5598967,6363339.0,1
588,20150979,덕혜옹주,2016-08-03,2016-12-16,135 days 00:00:00.000000000,135,2,0.017,19,2,0.1,19,286,91.6,0.01,19,1310000,44393828109,262,5599229,6363339.0,1
589,20150979,덕혜옹주,2016-08-03,2016-12-22,141 days 00:00:00.000000000,141,1,0.009000000000000001,28,1,0.0,26,102,0.0,0.0,36,0,44393828109,0,5599229,6363339.0,1
590,20150979,덕혜옹주,2016-08-03,2016-12-23,142 days 00:00:00.000000000,142,2,0.017,24,2,0.1,21,375,0.0,0.01,21,0,44393828109,0,5599229,6363339.0,1
591,20150979,덕혜옹주,2016-08-03,2016-12-24,143 days 00:00:00.000000000,143,1,0.009000000000000001,24,1,0.0,21,173,0.0,0.01,18,0,44393828109,0,5599229,6363339.0,1
592,20150979,덕혜옹주,2016-08-03,2017-03-16,225 days 00:00:00.000000000,225,1,0.036000000000000004,13,1,0.1,13,221,0.0,0.01,11,0,44393828109,0,5599229,6363339.0,1
593,20150979,덕혜옹주,2016-08-03,2017-03-17,226 days 00:00:00.000000000,226,1,0.036000000000000004,15,1,0.1,14,155,0.0,0.01,12,0,44393828109,0,5599229,6363339.0,1
594,20150979,덕혜옹주,2016-08-03,2017-04-12,252 days 00:00:00.000000000,252,1,0.02,21,1,0.1,16,413,1.7,0.02,10,37000,44393865109,7,5599236,6363339.0,1
595,20150979,덕혜옹주,2016-08-03,2017-04-13,253 days 00:00:00.000000000,253,1,0.022,18,1,0.1,14,413,0.7,0.02,14,16000,44393881109,3,5599239,6363339.0,1
596,20150979,덕혜옹주,2016-08-03,2017-04-16,256 days 00:00:00.000000000,256,1,0.024,20,1,0.1,16,413,6.8,0.02,12,172000,44394053109,28,5599267,6363339.0,1
597,20150979,덕혜옹주,2016-08-03,2017-05-25,295 days 00:00:00.000000000,295,1,0.021,19,1,0.1,17,156,83.3,0.01,16,650000,44394703109,130,5599397,6363339.0,1
598,20150979,덕혜옹주,2016-08-03,2017-06-20,321 days 00:00:00.000000000,321,1,0.012,23,1,0.0,20,122,0.0,0.0,28,0,44394703109,0,5599397,6363339.0,1
