광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
서울시,종로구,001083,씨네큐브광화문(서울),2,365,2,2,0,0,0,상설,,가입,(주)디트릭스,2010-12-02,영업,위탁,서울특별시 종로구 신문로1가 226 번지 흥국생명빌딩 지하 2층,02-2002-7770,http://www.icinecube.com/
서울시,구로구,001017,CGV 구로,10,"1,683",2,10,5,0,0,상설,,가입,CJ올리브네트웍스(주),2002-01-25,영업,직영,서울특별시 구로구 구로동 573 번지,1544-1122,http://www.cgv.co.kr
충청북도,청주시,004036,CGV 청주지웰시티,8,"1,675",0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2014-04-24,영업,직영,"충청북도 청주시 흥덕구 복대동 288-14 번지 3,4층",1544-1122,
충청남도,천안시,005043,CGV 천안펜타포트,11,"1,422",0,11,6,1,0,상설,,가입,CJ올리브네트웍스(주),2013-03-01,영업,직영,충청남도 천안시 서북구 불당동 1289 번지 펜타포트 주상복합상가 5F,1544-1122,http://www.cgv.co.kr/
경상남도,창원시 의창구,007025,CGV 창원,6,"1,105",0,6,3,1,0,상설,,가입,CJ올리브네트웍스(주),2004-06-19,영업,직영,경상남도 창원시 의창구 팔용동 30-1 번지 뉴코아아울렛 9층~11층,1544-1122,http://www.cgv.co.kr
경기도,용인시,002125,CGV 죽전,8,"1,890",0,8,5,1,0,상설,,가입,CJ올리브네트웍스(주),2007-03-22,영업,직영,"경기도 용인시 수지구 죽전동 1289 번지 (죽전동, 신세계백화점 8층)",1544-1122,http://www.cgv.co.kr
전라북도,전주시,008226,CGV 전주고사,8,"1,275",0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2016-02-03,영업,직영,전라북도 전주시 완산구 고사동 355-1 번지 고사동,1544-1122,
서울시,영등포구,001034,CGV 여의도,9,"1,183",0,9,7,1,0,상설,,가입,CJ올리브네트웍스(주),2012-08-30,영업,직영,서울특별시 영등포구 여의도동 23 번지 (국제금융센터 지하3층),1544-1122,http://www.cgv.co.kr/
경기도,안산시,002118,CGV 안산,8,"1,608",0,8,2,1,0,상설,,가입,CJ올리브네트웍스(주),2006-09-29,영업,직영,"경기도 안산시 단원구 고잔동 725-1 번지 (고잔동, NC백화점 A관 6층)",1544-1122,http://www.cgv.co.kr/
서울시,송파구,001156,CGV 송파,8,"1,481",0,8,5,1,0,상설,,가입,CJ올리브네트웍스(주),2009-04-29,영업,직영,서울특별시 송파구 문정동 634 번지 가든파이브 라이프 영관 10층,1544-1122,http://www.cgv.co.kr
서울시,중랑구,001236,CGV 상봉,7,"1,167",0,7,3,1,0,상설,,가입,CJ올리브네트웍스(주),2016-02-25,영업,직영,서울특별시 중랑구 상봉동 74-43 번지,1544-1122,
경기도,화성시,002234,CGV 동탄역,7,"1,026",0,7,3,1,0,상설,,가입,CJ올리브네트웍스(주),2018-03-28,영업,직영,경기도 화성시 오산동 967-164 번지,010-3409-5303,
경기도,부천시,002057,CGV 부천,8,"1,450",0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2003-08-19,영업,직영,경기도 부천시 원미구 중동 1164 번지 로담코플라자 5층,1544-1122,http://www.cgv.co.kr
대전시,동구,013026,CGV 대전터미널,7,"1,464",0,7,4,1,0,상설,,가입,CJ올리브네트웍스(주),2011-12-22,영업,직영,대전광역시 동구 용전동 63-3 번지,1544-1122,http://www.cgv.co.kr
대구시,수성구,012034,CGV 대구스타디움,10,"1,458",1,10,6,1,0,상설,,가입,CJ올리브네트웍스(주),2011-09-06,영업,직영,대구광역시 수성구 대흥동 504 번지,1544-1122,http://www.cgv.co.kr
경상남도,김해시,007031,CGV 김해,9,"1,531",0,9,5,1,0,상설,,가입,CJ올리브네트웍스(주),2005-03-12,영업,직영,경상남도 김해시 내동 1131-4 번지 휴앤락몰 4층,1544-1122,http://www.cgv.co.kr
광주시,광산구,016015,CGV 광주첨단,12,"2,057",0,9,4,1,0,상설,,가입,CJ올리브네트웍스(주),2006-01-13,영업,직영,광주광역시 광산구 쌍암동 694-35 번지,1544-1122,http://www.cgv.co.kr/
인천시,계양구,015024,CGV 계양,8,"1,253",0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2006-09-25,영업,직영,인천광역시 계양구 작전동 899-1 번지 8~11층,1544-1122,http://www.cgv.co.kr
전라북도,전주시,008051,CGV 전주효자,7,"1,795",0,7,3,0,1,상설,,가입,CJ올리브네트웍스(주),2014-08-28,영업,직영,전라북도 전주시 완산구 효자동1가 434 번지 효자동1가,1544-1122,
경상남도,창원시 의창구,007052,CGV 창원더시티,6,"1,178",0,6,3,0,1,상설,,가입,CJ올리브네트웍스(주),2008-06-20,영업,직영,경상남도 창원시 의창구 대원동 122 번지 더시티세븐 3층,1544-1122,http://www.cgv.co.kr
인천시,남동구,015005,CGV 인천,14,"2,828",1,14,5,1,1,상설,,가입,CJ올리브네트웍스(주),1999-12-18,영업,직영,인천광역시 남동구 구월동 1130 번지 씨앤씨빌딩 4층,1544-1122,http://www.cgv.co.kr
경기도,고양시,002126,CGV 일산,9,"1,794",0,9,5,1,1,상설,,가입,CJ올리브네트웍스(주),2007-03-28,영업,직영,"경기도 고양시 일산동구 장항동 868 번지 (장항동, 웨스턴돔 3층)",1544-1122,http://www.cgv.co.kr/
경기도,부천시,002150,CGV 소풍,11,"1,773",0,11,3,0,1,상설,,가입,CJ올리브네트웍스(주),2013-07-01,영업,직영,"경기도 부천시 원미구 상동 539-1 번지 소풍6층, 7층",1544-1122,http://www.cgv.co.kr
부산시,부산진구,011007,CGV 서면,12,"2,280",3,12,5,1,1,상설,,가입,CJ올리브네트웍스(주),2000-05-31,영업,직영,부산광역시 부산진구 전포동 891-38 번지 지오플레이스 5층,1544-1122,http://www.cgv.co.kr
광주시,서구,016027,CGV 광주터미널,12,"2,367",1,12,6,1,1,상설,,가입,CJ올리브네트웍스(주),2009-05-20,영업,직영,광주광역시 서구 광천동 49-1 번지 유스퀘어 2-6층,1544-1122,http://www.cgv.co.kr/
경기도,성남시,002075,CGV 판교,7,"1,432",0,7,3,1,1,상설,,가입,CJ올리브네트웍스(주),2015-08-20,영업,직영,경기도 성남시 분당구 백현동 541 번지,1544-1122,www.cgv.co.kr
대전시,중구,013012,CGV 대전,9,"1,880",1,9,6,1,1,상설,,가입,CJ올리브네트웍스(주),2001-08-18,영업,직영,대전광역시 중구 문화동 1-16 번지 세이백화점 별관 6층,1544-1122,http://www.cgv.co.kr/
경상북도,안동시,006035,롯데시네마 안동,5,343,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-04-16,영업,위탁,"경북 안동시 옥동 테마플라자 A동401, 501",1544-8855,http://lottecinama.co.kr
경기도,의정부시,001192,CGV 의정부,9,"1,715",0,10,3,0,1,상설,,가입,CJ올리브네트웍스(주),2012-04-20,영업,직영,경기도 의정부시 의정부동 168 번지,1544-1122,http://www.cgv.co.kr/
경기도,수원시,002006,CGV 수원,8,"2,189",0,8,4,1,1,상설,,가입,CJ올리브네트웍스(주),2003-02-17,영업,직영,"경기도 수원시 팔달구 매산로1가 18 번지 (매산로1가, 수원역사 6층)",1544-1122,http://www.cgv.co.kr/
서울시,노원구,001216,CGV 하계,4,916,0,4,3,0,0,상설,,가입,CJ올리브네트웍스(주),2013-09-12,영업,직영,서울특별시 노원구 중계동 506-1 번지 건영백화점 지하1층,1544-1122,cgv.co.kr
울산시,남구,014013,CGV 울산삼산,11,"2,487",0,11,6,1,1,상설,,가입,CJ올리브네트웍스(주),2013-05-01,영업,직영,울산광역시 남구 삼산동 1569-1 번지 업스퀘어 5층,1544-1122,
경기도,성남시,002010,CGV 오리,10,"1,590",1,10,5,0,0,상설,,가입,CJ올리브네트웍스(주),2000-04-01,영업,직영,경기 성남시 분당구 구미동 159 월드유통타운 4F,1544-1122,http://www.cgv.co.kr
부산시,해운대구,011046,CINE de CHEF 센텀,2,90,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2009-03-03,영업,직영,부산광역시 해운대구 우1동 1495 번지 신세계백화점서관 7층,1544-1122,http://www.cgv.co.kr
서울시,성동구,001154,CGV 왕십리,10,"1,846",0,10,8,1,1,상설,,가입,CJ올리브네트웍스(주),2008-12-24,영업,직영,서울특별시 성동구 행당동 168-151 번지 (왕십리 민자역사 5층),1544-1122,http://www.cgv.co.kr
서울시,영등포구,001158,CGV 영등포,12,"2,797",0,12,6,1,0,상설,,가입,CJ올리브네트웍스(주),2009-09-15,영업,직영,서울특별시 영등포구 영등포동4가 441-10 번지 경방 타임스퀘어 4~7층,1544-1122,http://www.cgv.co.kr/
서울시,용산구,001245,CINE de CHEF 용산,2,114,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-06-30,영업,직영,서울특별시 용산구 한강로3가 40-1 번지 한강로 3가,,
서울시,강남구,001128,CINE de CHEF 압구정,2,78,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2007-08-01,영업,직영,서울특별시 강남구 신사동 603-2 번지,1544-1122,http://www.cgv.co.kr/
서울시,광진구,001016,CGV 강변,11,"1,466",1,11,5,1,0,상설,,가입,CJ올리브네트웍스(주),1998-04-04,영업,직영,서울특별시 광진구 구의동 546-4 번지 테크노마트 10층,1544-1122,http://www.cgv.co.kr/
서울시,강동구,001230,CGV 천호,6,"1,240",0,6,2,0,1,상설,,가입,CJ올리브네트웍스(주),2015-07-08,영업,직영,서울특별시 강동구 천호동 42 번지 천호동,1544-1122,www.cgv.co.kr
서울시,강남구,001111,CGV 압구정,6,"1,075",3,6,4,0,0,상설,,가입,CJ올리브네트웍스(주),2006-03-30,영업,직영,서울특별시 강남구 신사동 603-2 번지,1544-1122,http://www.cgv.co.kr
대전시,중구,013033,메가박스 대전중앙로,8,"1,124",0,0,0,0,0,상설,,가입,메가박스(주),2019-04-15,영업,직영,대전광역시 중구 대흥동 205-1 번지,02-1544-0070,http://www.megabox.co.kr/
충청북도,음성군,004046,CGV 충북혁신,5,799,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2019-04-19,영업,위탁,충청북도 음성군 맹동면 500 번지 동성리,070-4252-9830,
경기도,평택시,002042,롯데시네마 평택비전,5,432,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-04-01,영업,위탁,경기도 평택시 비전동 830-1 번지 비전동 뉴코아평택점 10층,1544-8855,http://www.lottecinema.co.kr/
경상남도,양산시,007083,메가박스 양산라피에스타,7,938,0,0,0,0,0,상설,,가입,메가박스(주),2019-03-28,영업,직영,경상남도 양산시 물금읍 1292 번지,02-1544-0070,http://www.megabox.co.kr/
경기도,용인시,002237,CGV 광교상현,4,406,0,4,1,0,0,상설,,가입,CJ올리브네트웍스(주),2018-08-21,영업,위탁,,,
전라남도,광양시,009053,CGV 광양엘에프스퀘어,7,"1,204",0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-01-24,영업,위탁,전라남도 광양시 광양읍 덕례리 702 번지,,
경기도,가평군,002247,1939시네마,2,136,0,1,1,0,0,상설,,가입,인터파크(주),2019-03-22,영업,직영,,,
전라남도,순천시,009029,메가박스 순천,7,920,0,7,7,0,0,상설,,가입,메가박스(주),2006-04-28,영업,위탁,전남 순천시 덕암동 151번지 SC아울렛 7층,1544-0070,http://www.megabox.co.kr/
경상남도,사천시,007079,메가박스 삼천포,3,90,0,3,3,0,0,상설,,가입,메가박스(주),2017-07-19,영업,위탁,경상남도 사천시 실안동 1062 번지,02-1544-0070,http://www.megabox.co.kr/
충청북도,청주시,004044,메가박스 청주충북대,4,431,0,4,0,0,0,상설,,가입,메가박스(주),2018-11-30,영업,위탁,충청북도 청주시 서원구 사창동 488 번지,02-1544-0070,http://www.megabox.co.kr/
서울시,중구,001100,메가박스 EOE4(남산자동차극장),1,180,0,0,0,0,0,상설,,가입,메가박스(주),2004-11-15,영업,위탁,서울특별시 중구 장충동2가 201-6 번지,1544-0070,http://www.megabox.co.kr/
서울시,서대문구,001148,아트하우스모모,2,276,2,2,1,0,0,상설,,가입,인터파크(주),2008-08-01,영업,위탁,서울특별시 서대문구 대현동 11-1 번지 이화여자대학교 이화캠퍼스콤플렉스(지하4층),02-747-7782,http://www.arthousemomo.com/
서울시,동작구,001197,아트나인,2,150,0,2,1,0,0,상설,,가입,메가박스(주),2013-01-09,영업,위탁,서울특별시 동작구 사당동 147-53 번지 골든시네마 12층,070-7017-4526,http://www.megabox.co.kr/
서울시,중구,001231,명보아트홀,1,200,0,1,0,0,0,상설,,가입,인터파크(주),2013-07-10,영업,직영,서울특별시 중구 초동 18-5 번지,02-2273-5345,
전라북도,전주시,008016,전주시네마타운,6,924,0,6,0,0,0,상설,,가입,인터파크(주),2003-09-05,영업,직영,전북 전주시 완산구 고사동 340-7,063-283-7722,http://www.jcinema.co.kr
전라북도,익산시,008052,롯데시네마 익산모현,7,"1,243",0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-02-28,영업,위탁,전라북도 익산시 모현동1가 876 번지 4층 롯데시네마 익산모현,,
충청북도,영동군,004038,영동 레인보우 영화관,2,97,0,2,1,0,0,상설,,가입,문화인,2016-10-13,영업,직영,충청북도 영동군 영동읍 679-4 번지,043-742-7053,http://yd21.scinema.org
제주도,제주시,010018,롯데시네마 제주아라,6,881,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-03-01,영업,위탁,제주특별자치도 제주시 아라일동 2574 번지,,www.lottecinema.co.kr
충청남도,천안시,005053,인디플러스천안,1,70,0,1,0,0,0,상설,,가입,인터파크(주),2016-11-18,영업,직영,충청남도 천안시 동남구 문화동 101-2 번지 천안시영상미디어센터,041-415-0098,
충청남도,서천군,005051,서천군 기벌포영화관,2,154,0,2,1,0,0,상설,,가입,인터파크(주),2016-01-08,영업,직영,충청남도 서천군 장항읍 137-1 번지,041-956-7939,
부산시,중구,011066,인생극장,1,156,0,1,0,0,0,상설,,가입,인터파크(주),2019-03-01,영업,직영,부산광역시 중구 대청동4가 81-1 번지,051-245-5441,
전라남도,목포시,009030,메가박스 목포하당,7,998,0,7,1,0,0,상설,,가입,메가박스(주),2006-09-30,영업,위탁,전라남도 목포시 상동 860-1 번지 쇼핑천국포르모,1544-1122,http://www.megabox.co.kr/
충청남도,천안시,005064,CGV 천안터미널,10,"1,787",0,10,0,0,0,상설,,가입,CJ올리브네트웍스(주),2019-02-27,영업,직영,충청남도 천안시 동남구 신부동 363-2 번지 신세계백화점 충청점 B관 4층 CGV 천안터미널,,
대전시,서구,013017,메가박스 대전,8,"1,333",0,8,3,0,0,상설,,가입,메가박스(주),2004-11-15,영업,직영,대전광역시 서구 탄방동 746 번지 5층,1544-0070,http://www.megabox.co.kr/
대구시,북구,012006,메가박스 대구(칠성로),10,"2,008",0,10,4,0,0,상설,,가입,메가박스(주),2002-04-27,영업,직영,대구광역시 북구 칠성동2가 20 번지,1544-0070,http://www.megabox.co.kr/
부산시,북구,011052,메가박스 덕천,9,"1,305",0,9,1,0,0,상설,,가입,메가박스(주),2013-04-29,영업,위탁,부산광역시 북구 덕천동 398-2 번지,1544-0070,http://www.megabox.co.kr/
부산시,해운대구,011051,영화의전당,6,"4,560",5,6,4,0,0,상설,,가입,(재) 영화의전당,2011-11-11,영업,직영,부산광역시 해운대구 우동 1467 번지,051-780-6050,http://www.dureraum.org/
서울시,종로구,001080,서울극장,9,"1,569",2,8,2,0,0,상설,,가입,맥스무비(주),1997-07-01,영업,직영,서울특별시 종로구 관수동 59-7 번지,02-2277-3015,http://www.seoulcinema.com/
인천시,서구,015057,메가박스 청라지젤,7,784,0,7,1,0,0,상설,,가입,메가박스(주),2017-10-25,영업,위탁,인천광역시 서구 연희동 796-12 번지,02-1544-0070,
광주시,광산구,016022,메가박스 콜롬버스 하남,10,918,0,10,2,0,0,상설,,가입,메가박스(주),2007-08-13,영업,위탁,광주광역시 광산구 우산동 1587-1,1544-0070,http://www.megabox.co.kr/
광주시,서구,016021,메가박스 상무,10,"1,646",0,10,0,0,0,상설,,가입,메가박스(주),2007-08-13,영업,위탁,광주광역시 서구 치평동 1223-3 번지 4,1544-0070,http://www.megabox.co.kr/
부산시,해운대구,011026,메가박스 해운대(장산),7,"1,007",0,7,2,0,0,상설,,가입,메가박스(주),2012-01-02,영업,직영,부산광역시 해운대구 좌동 1467-4 번지 8층,1544-0070,http://www.megabox.co.kr/
경기도,하남시,002223,메가박스 하남스타필드,11,"1,537",0,11,2,0,0,상설,,가입,메가박스(주),2016-09-09,영업,직영,경기도 하남시 신장동 616 번지,010-5475-3388,http://www.megabox.co.kr/
경기도,수원시,002172,메가박스 영통,11,"1,873",0,11,3,0,0,상설,,가입,메가박스(주),2008-03-27,영업,직영,경기도 수원시 영통구 영통동 960-1 번지 그랜드 백화점 7층,1544-0070,http://www.megabox.co.kr/
서울시,마포구,001267,메가박스 상암월드컵경기장,9,"1,542",0,9,1,0,0,상설,,가입,메가박스(주),2018-07-02,영업,직영,"서울특별시 마포구 성산동 515 번지 경기장 지하1층, 지상1,2층(성산동, 월드컵주경기장)",02-1544-0070,http://www.megabox.co.kr/
경기도,성남시,002102,메가박스 분당,6,791,0,6,3,0,0,상설,,가입,메가박스(주),2001-07-28,영업,직영,경기도 성남시 분당구 서현동 262-2 번지 4층,1544-0070,http://www.megabox.co.kr/
경상남도,창원시 마산합포구,007080,메가박스 마산,6,"1,043",0,6,2,0,0,상설,,가입,메가박스(주),2018-01-31,영업,직영,경상남도 창원시 마산합포구 해운동 68 번지 해운동 유로스퀘어 6~7층,02-1544-0070,http://www.megabox.co.kr/
경기도,고양시,002210,메가박스 백석,8,"1,374",0,8,3,0,0,상설,,가입,메가박스(주),2012-12-22,영업,직영,경기도 고양시 일산동구 중앙로 1036,1544-0070,http://www.megabox.co.kr/
충청북도,청주시,004045,CGV 청주터미널,8,"1,292",0,8,0,0,0,상설,,가입,CJ올리브네트웍스(주),2019-02-01,영업,위탁,충청북도 청주시 흥덕구 가경동 1416-3 번지 8층,043-233-9525,
충청남도,천안시,005027,CGV 천안,8,"1,017",0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2007-04-01,영업,직영,충청남도 천안시 동남구 대흥동 102-10 번지 오렌지시네스타 5층,1544-1122,http://www.cgv.co.kr/
전라남도,순천시,009061,CGV 순천신대,9,"1,444",0,9,1,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-29,영업,직영,전라남도 순천시 해룡면 2139 번지 CGV 순천신대,,
대구시,중구,012035,CGV 대구현대,6,709,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2011-08-17,영업,직영,대구광역시 중구 계산동2가 200 번지 지하2층 (계산동2가),1544-1122,http://www.cgv.co.kr
충청북도,충주시,004012,메가박스 충주,10,"1,679",0,10,3,0,0,상설,,가입,메가박스(주),2002-12-19,영업,위탁,충청북도 충주시 성서동 273 번지,1544-0070,http://www.megabox.co.kr/
제주도,제주시,010002,메가박스 제주,6,872,0,6,1,0,0,상설,,가입,메가박스(주),2011-05-20,영업,위탁,제주특별자치도 제주시 삼도이동 108-13 번지,1544-0070,http://www.megabox.co.kr/
서울시,동작구,001125,메가박스 이수,6,828,0,6,1,0,0,상설,,가입,메가박스(주),2011-11-18,영업,직영,서울특별시 동작구 사당동 147-53 번지 골든시네마타워 7~11층,1544-0070,http://www.megabox.co.kr/
경기도,시흥시,002228,메가박스시흥배곧,6,"1,227",0,6,2,0,0,상설,,가입,메가박스(주),2017-06-15,영업,위탁,경기도 시흥시 정왕동 2514-1 번지,02-1544-0070,http://www.megabox.co.kr/
경기도,고양시,002222,메가박스 일산벨라시타,5,749,0,5,1,0,0,상설,,가입,메가박스(주),2016-08-24,영업,직영,경기도 고양시 일산동구 백석동 1237 번지 일산요진와이시티,010-9134-4643,http://www.megabox.co.kr
강원도,속초시,003025,메가박스 속초,5,585,0,5,2,0,0,상설,,가입,메가박스(주),2007-02-10,영업,위탁,강원 속초시 조양동 1506-1번지 3층,1544-0070,http://www.megabox.co.kr/
대구시,북구,012015,메가박스 북대구(칠곡),6,829,0,6,2,0,0,상설,,가입,메가박스(주),2006-12-24,영업,위탁,대구광역시 북구 동천동 895-2 번지,1544-0070,http://www.megabox.co.kr/
부산시,해운대구,011025,롯데시네마 해운대,10,827,0,10,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-12-31,영업,위탁,부산광역시 해운대구 좌동 1479-1 번지 웅신시네아트7층,1544-8855,http://www.lottecinema.co.kr/
울산시,남구,014001,롯데시네마 울산,9,"1,480",0,9,7,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2001-08-24,영업,직영,울산광역시 남구 삼산동 1480-1 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강남구,001071,롯데시네마 브로드웨이,6,570,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-04-05,영업,위탁,서울특별시 강남구 논현동 3-5 번지,1544-8855,http://www.bc5.co.kr
대구시,중구,012053,롯데시네마 프리미엄 만경관,9,663,0,9,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-04-25,영업,위탁,,1544-8855,http://www.lottecinema.co.kr
경상북도,영주시,006077,롯데시네마 영주,6,909,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-03-09,영업,위탁,,054-634-3000,
경상북도,구미시,006029,롯데시네마 구미 프라임 1번가,8,"1,049",0,10,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2003-11-14,영업,위탁,경상북도 구미시 원평동 353-4 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,성남시,002230,롯데시네마 위례,7,"1,001",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-09-01,영업,직영,경기도 성남시 수정구 창곡동 505 번지,070-7239-2200,
경기도,부천시,002212,롯데시네마 부천역,9,806,0,9,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-02-28,영업,위탁,경기도 부천시 원미구 심곡동 175-6 번지,1544-8855,http://www.lottecinema.co.kr/
충청남도,보령시,005060,CGV 보령,5,751,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2018-01-05,영업,위탁,,041-935-0705,
경기도,하남시,002243,CGV 스타필드시티위례,6,882,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-12-14,영업,직영,경기도 하남시 학암동 90-33 번지 스타필드시티위례 5층,,www.cgv.co.kr
충청북도,청주시,004043,CGV 청주율량,11,"1,535",0,11,3,0,0,상설,,가입,CJ올리브네트웍스(주),2018-11-28,영업,직영,충청북도 청주시 상당구 율량동 500-3 번지 그랜드 프라자 청주 3관 2층,,
충청남도,홍성군,005041,CGV 홍성,6,869,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2011-12-22,영업,직영,충청남도 홍성군 홍성읍 1042 번지 7층,1544-1122,http://www.cgv.co.kr
충청남도,서산시,005049,CGV 서산,8,820,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-07-29,영업,위탁,"충청남도 서산시 동문동 1029-1 번지 동문동, 서산상설패션타운",1544-1122,
충청남도,당진군,005046,CGV 당진,7,"1,075",0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-12-01,영업,위탁,충청남도 당진시 읍내동 1532 번지 읍내동,1544-1122,
제주도,제주시,010016,CGV 제주노형,6,857,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-09-13,영업,직영,제주특별자치도 제주시 노형동 1288-5 번지 노형타워 5층,,
전라북도,정읍시,008048,CGV 정읍,4,564,0,4,1,0,0,상설,,가입,CJ올리브네트웍스(주),2014-01-27,영업,위탁,전라북도 정읍시 수성동 525-1 번지,1544-1122,
전라북도,전주시,008231,CGV서전주,5,720,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-04-24,영업,직영,전라북도 전주시 완산구 효자동3가 1531-2 번지 엠스퀘어 6층~8층,,
전라북도,군산시,008230,CGV 군산,5,893,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-04-05,영업,위탁,전라북도 군산시 나운동 124-4 번지,,
전라남도,여수시,009050,CGV 여수웅천,8,"1,123",0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-02-11,영업,위탁,전라남도 여수시 웅천동 1720-3 번지 웅천동,1544-1122,
전라남도,순천시,009020,CGV 순천,8,"1,188",0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2010-10-21,영업,직영,전라남도 순천시 장천동 54-1 번지,1544-1122,http://www.cgv.co.kr
전라남도,목포시,009064,CGV 목포평화광장,8,"1,300",0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-07-27,영업,직영,전라남도 목포시 상동 1129-6 번지 CGV 목포평화광장,,www.cgv.co.kr
전라남도,광양시,009054,CGV광양,4,670,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-04-28,영업,직영,전라남도 광양시 금호동 624-12 번지 CGV광양,,
인천시,연수구,015056,CGV 연수역,9,"1,498",0,9,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-07-14,영업,직영,"인천광역시 연수구 청학동 496-4 번지 8층(청학동, 연수광장프라자)",,
인천시,남동구,015039,CGV 인천논현,5,629,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-08-22,영업,위탁,인천광역시 남동구 논현동 646-2 번지 노현시네마타워 4층,1544-1122,http://www.cgv.co.kr
인천시,남구,015020,CGV 주안역,9,"1,690",0,9,4,0,0,상설,,가입,CJ올리브네트웍스(주),2005-02-17,영업,직영,인천광역시 남구 주안동 30-1 번지 카라아울렛 6~10층,1544-1122,http://www.cgv.co.kr
인천시,남구,015049,CGV 남주안,7,921,0,7,0,0,0,상설,,가입,CJ올리브네트웍스(주),2014-09-05,영업,위탁,인천광역시 남구 주안동 141-8 번지 주안동 9층 18호,1544-1122,
서울시,중구,001057,CGV 명동,5,736,0,5,4,0,0,상설,,가입,CJ올리브네트웍스(주),2001-12-23,영업,직영,서울특별시 중구 명동2가 83-5 번지 아바타빌딩 8층,1544-1122,http://www.cgv.co.kr
서울시,중구,001247,CGV 동대문,6,676,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-19,영업,직영,서울특별시 중구 을지로6가 17-2 번지,,
서울시,은평구,001106,CGV 불광,9,"1,622",0,9,3,0,0,상설,,가입,CJ올리브네트웍스(주),2005-06-25,영업,위탁,서울특별시 은평구 대조동 240 번지 팜스퀘어 11층,1544-1122,http://www.cgv.co.kr/
서울시,광진구,001251,CGV 건대입구,5,754,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-01-30,영업,직영,,,
서울시,강북구,001257,CGV 수유,9,972,0,9,0,0,0,상설,,가입,CJ올리브네트웍스(주),2018-03-23,영업,직영,서울특별시 강북구 수유동 168-12 번지,,
부산시,해운대구,011058,CGV 해운대,6,966,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2015-10-22,영업,위탁,부산광역시 해운대구 우동 539-10 번지,1544-1122,
부산시,연제구,011045,CGV 아시아드,8,"1,315",0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2009-03-01,영업,직영,부산광역시 연제구 거제2동 1208 번지 홈플러스,1544-1122,http://www.cgv.co.kr/
부산시,부산진구,011006,CGV 대한,4,661,0,4,1,0,0,상설,,가입,CJ올리브네트웍스(주),2013-02-07,영업,직영,"부산광역시 부산진구 부전동 205-2 번지 (부전동, 대한프라자 4층)",1544-1122,http://www.cgv.co.kr/
